,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.98,0.75,0.94,0.96,0.92,0.96,0.0,0.98,0.86,0.92,0.98,0.0,0.75,0.94,0.0,0.92,0.93
baadengine.csv,0.44,0.42,0.4,0.43,0.38,0.43,0.56,0.38,0.34,0.48,0.47,0.29,0.38,0.59,0.36,0.47,0.49
bibedt.csv,0.52,0.77,0.69,0.51,0.47,0.59,0.76,0.64,0.6,0.8,0.5,0.54,0.88,0.63,0.43,0.92,0.42
exl.csv,0.47,0.34,0.51,0.39,0.41,0.44,0.5,0.37,0.36,0.41,0.48,0.32,0.33,0.54,0.31,0.52,0.44
gdis.csv,0.47,0.57,0.43,0.55,0.43,0.51,0.49,0.4,0.43,0.41,0.46,0.33,0.4,0.51,0.36,0.48,0.51
gogoego.csv,0.69,0.92,0.92,0.93,0.64,0.91,0.54,0.84,0.86,0.92,0.97,0.8,0.88,0.8,0.45,0.86,0.71
httpcontentparser.csv,0.77,0.83,0.88,0.0,0.95,0.81,0.75,0.93,0.99,0.0,0.93,0.75,0.67,0.66,0.66,0.64,0.88
jaxlib.csv,0.98,0.8,0.67,0.88,0.88,0.83,0.86,0.96,0.89,0.8,0.75,0.5,0.0,0.5,0.92,0.8,0.38
jgameai.csv,0.99,0.92,0.92,0.72,0.9,0.84,0.68,0.92,0.98,0.69,0.98,0.75,0.92,0.5,0.67,0.55,0.6
jhotdraw.csv,0.76,0.86,0.83,0.93,0.69,0.92,0.95,0.99,0.98,0.0,0.98,0.8,0.75,0.72,0.69,0.62,0.91
loki-lib.csv,0.67,0.57,0.48,0.5,0.42,0.52,0.79,0.51,0.54,0.37,0.66,0.59,0.5,0.5,0.75,0.58,0.0
patterntesting.csv,0.42,0.35,0.39,0.43,0.4,0.43,0.43,0.41,0.39,0.53,0.46,0.41,0.55,0.71,0.37,0.5,0.36
pokeglobal.csv,0.51,0.39,0.43,0.5,0.47,0.55,0.59,0.46,0.4,0.38,0.63,0.28,0.43,0.6,0.27,0.65,0.44
werx.csv,0.42,0.36,0.36,0.42,0.41,0.48,0.54,0.37,0.36,0.46,0.45,0.31,0.39,0.4,0.36,0.44,0.49
xbg.csv,0.99,0.0,0.92,0.75,0.91,0.0,0.0,0.94,0.97,0.75,0.96,0.83,0.67,0.86,0.9,0.92,0.5
zealos.csv,0.49,0.35,0.42,0.51,0.56,0.49,0.66,0.42,0.39,0.5,0.59,0.35,0.47,0.59,0.37,0.53,0.57
