,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.04,0.83,0.11,0.0,0.14,0.39,0.0,0.09,0.04,0.09,0.23,0.0,0.24,0.0,0.0,0.42,0.23
baadengine.csv,0.98,0.39,0.0,0.72,0.6,0.57,0.35,0.61,0.44,0.49,0.68,0.09,0.53,0.74,0.0,0.66,0.68
bibedt.csv,0.46,0.23,0.26,0.84,0.62,0.56,0.46,0.47,0.56,0.16,0.59,0.0,0.83,0.51,0.54,0.28,0.71
exl.csv,0.46,0.56,0.0,0.66,0.67,0.57,0.7,0.58,0.49,0.59,0.62,0.4,0.57,0.63,0.73,0.53,1.0
gdis.csv,0.7,0.23,0.45,0.83,0.62,0.48,0.7,0.52,0.61,0.6,0.66,0.57,0.42,0.74,0.98,0.68,0.66
gogoego.csv,0.42,0.0,0.07,0.0,0.34,0.27,0.0,0.92,0.28,0.27,0.24,0.0,0.24,0.15,0.43,0.2,0.2
httpcontentparser.csv,0.43,0.0,0.05,0.0,0.17,0.34,0.09,0.05,0.13,0.0,0.79,0.0,0.23,0.14,0.31,0.47,0.27
jaxlib.csv,0.11,0.0,0.01,0.0,0.2,0.1,0.2,0.17,0.0,0.2,0.45,1.0,0.0,0.0,0.25,0.12,0.61
jgameai.csv,0.3,0.45,0.29,0.0,0.33,0.97,0.41,0.35,0.21,0.5,0.23,0.55,0.12,0.0,0.36,0.48,0.27
jhotdraw.csv,0.4,0.0,0.04,0.0,0.38,0.14,0.04,0.27,0.98,0.0,0.12,0.0,0.33,0.14,0.35,0.42,0.12
loki-lib.csv,0.58,0.0,0.36,0.91,0.58,0.31,0.34,0.46,0.39,0.61,0.47,0.53,0.5,0.74,0.3,0.92,0.02
patterntesting.csv,0.6,0.22,0.0,0.88,0.63,0.53,0.61,0.59,0.66,0.96,0.78,0.49,0.7,0.42,0.54,0.55,0.66
pokeglobal.csv,0.59,0.22,0.58,0.75,0.98,0.57,0.69,0.58,0.61,0.74,0.5,0.3,0.45,0.53,0.77,0.35,0.42
werx.csv,0.05,0.09,1.0,0.13,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
xbg.csv,0.18,0.0,0.07,0.0,0.28,0.0,0.0,0.07,0.12,0.12,0.06,0.0,0.24,0.9,0.22,0.12,0.02
zealos.csv,0.45,0.22,0.53,0.91,0.42,0.44,0.98,0.58,0.53,0.61,0.67,0.65,0.52,0.41,0.64,0.6,0.45
