,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.06,0.89,0.16,0.0,0.19,0.33,0.0,0.09,0.06,0.1,0.13,0.0,0.29,0.0,0.0,0.4,0.29
baadengine.csv,0.99,0.08,0.85,0.03,0.71,0.43,0.47,0.41,0.32,0.58,0.24,0.08,0.3,0.4,0.9,0.58,0.8
bibedt.csv,0.57,0.07,0.41,0.04,0.66,0.4,0.39,0.37,0.36,0.23,0.2,0.0,0.89,0.23,0.64,0.34,0.78
exl.csv,0.58,0.14,0.52,0.03,0.7,0.43,0.54,0.39,0.31,0.52,0.22,0.05,0.32,0.31,0.83,0.56,1.0
gdis.csv,0.79,0.05,0.72,0.04,0.72,0.37,0.54,0.38,0.32,0.56,0.23,0.1,0.23,0.31,0.99,0.59,0.8
gogoego.csv,0.53,0.0,0.11,0.0,0.44,0.32,0.47,0.95,0.24,0.33,0.16,0.0,0.22,0.15,0.8,0.23,0.29
httpcontentparser.csv,0.52,0.0,0.08,0.0,0.2,0.25,0.12,0.06,0.1,0.0,0.86,0.0,0.12,0.05,0.52,0.41,0.35
jaxlib.csv,0.16,0.0,0.02,0.0,0.29,0.12,0.27,0.22,0.0,0.29,0.31,1.0,0.0,0.0,0.35,0.18,0.71
jgameai.csv,0.38,0.22,0.4,0.0,0.39,0.98,0.37,0.26,0.19,0.44,0.12,0.33,0.09,0.0,0.47,0.47,0.69
jhotdraw.csv,0.49,0.0,0.06,0.0,0.41,0.12,0.04,0.25,0.99,0.0,0.06,0.0,0.18,0.06,0.46,0.37,0.15
loki-lib.csv,0.68,0.0,0.56,0.06,0.66,0.25,0.31,0.36,0.25,0.55,0.18,0.11,0.28,0.4,0.41,0.95,0.05
patterntesting.csv,0.7,0.04,0.68,0.05,0.67,0.39,0.57,0.39,0.36,0.94,0.33,0.07,0.47,0.24,0.64,0.53,0.75
pokeglobal.csv,0.73,0.04,0.76,0.03,0.99,0.42,0.53,0.4,0.33,0.64,0.18,0.08,0.33,0.29,0.86,0.39,0.53
werx.csv,0.85,0.14,1.0,0.02,0.73,0.45,0.47,0.38,0.31,0.54,0.19,0.08,0.33,0.23,0.9,0.56,0.83
xbg.csv,0.24,0.0,0.11,0.0,0.38,0.0,0.0,0.1,0.13,0.18,0.05,0.0,0.31,0.93,0.3,0.15,0.05
zealos.csv,0.57,0.04,0.84,0.06,0.47,0.33,0.98,0.39,0.32,0.55,0.24,0.1,0.32,0.2,0.81,0.51,0.55
