,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,1.0,0.0,0.0,101.0,4.0,0.0,97.0,5.0,0.0,6.0,6.0,49.0,0.0,62.0,69.0,3.0,0.0
baadengine.csv,0.0,2.0,0.0,50.0,0.0,1.0,9.0,4.0,0.0,7.0,5.0,24.0,15.0,6.0,0.0,3.0,0.0
bibedt.csv,0.0,16.0,0.0,39.0,0.0,1.0,13.0,16.0,1.0,0.0,40.0,49.0,0.0,6.0,0.0,0.0,0.0
exl.csv,0.0,0.0,0.0,58.0,0.0,0.0,5.0,10.0,0.0,2.0,6.0,17.0,5.0,6.0,0.0,0.0,0.0
gdis.csv,0.0,28.0,0.0,44.0,1.0,0.0,6.0,1.0,0.0,13.0,6.0,17.0,5.0,12.0,0.0,1.0,1.0
gogoego.csv,1.0,69.0,0.0,101.0,0.0,1.0,11.0,0.0,1.0,1.0,20.0,49.0,0.0,2.0,0.0,2.0,0.0
httpcontentparser.csv,1.0,69.0,0.0,101.0,4.0,0.0,1.0,6.0,0.0,76.0,0.0,49.0,9.0,19.0,0.0,3.0,0.0
jaxlib.csv,0.0,69.0,0.0,101.0,0.0,0.0,0.0,6.0,339.0,0.0,3.0,0.0,50.0,62.0,0.0,0.0,0.0
jgameai.csv,0.0,0.0,0.0,101.0,4.0,0.0,9.0,4.0,4.0,8.0,5.0,3.0,6.0,62.0,1.0,3.0,0.0
jhotdraw.csv,1.0,69.0,0.0,101.0,4.0,0.0,18.0,18.0,0.0,76.0,43.0,49.0,2.0,12.0,0.0,3.0,0.0
loki-lib.csv,1.0,69.0,0.0,22.0,0.0,0.0,2.0,1.0,21.0,0.0,48.0,7.0,5.0,0.0,0.0,0.0,0.0
patterntesting.csv,3.0,20.0,0.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,2.0,8.0,0.0,0.0,1.0
pokeglobal.csv,1.0,20.0,0.0,46.0,0.0,1.0,2.0,10.0,0.0,5.0,56.0,21.0,9.0,3.0,0.0,0.0,1.0
werx.csv,1.0,3.0,0.0,82.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,15.0,0.0,4.0,0.0
xbg.csv,0.0,69.0,0.0,101.0,0.0,88.0,97.0,2.0,7.0,1.0,8.0,49.0,0.0,0.0,0.0,3.0,1.0
zealos.csv,1.0,18.0,0.0,21.0,3.0,1.0,0.0,1.0,0.0,6.0,6.0,15.0,2.0,4.0,0.0,5.0,1.0
