,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.03,0.8,0.09,0.0,0.12,0.35,0.0,0.07,0.03,0.07,0.2,0.0,0.2,0.0,0.0,0.38,0.2
baadengine.csv,0.99,0.4,0.76,1.0,0.83,0.58,0.93,0.82,0.92,0.93,0.8,1.0,0.7,0.75,1.0,0.69,0.78
bibedt.csv,0.48,0.2,0.26,1.0,0.63,0.62,0.43,0.43,0.53,0.13,0.65,0.0,0.8,0.5,0.49,0.24,0.71
exl.csv,0.5,0.8,0.36,1.0,0.68,0.73,0.9,0.77,0.87,0.6,0.7,0.5,0.6,0.62,0.77,0.48,1.0
gdis.csv,0.73,0.2,0.57,1.0,0.83,0.46,0.87,0.81,0.69,0.83,0.8,1.0,0.4,0.88,0.98,0.76,0.8
gogoego.csv,0.37,0.0,0.06,0.0,0.29,0.23,1.0,0.9,0.24,0.23,0.2,0.0,0.2,0.12,0.79,0.17,0.17
httpcontentparser.csv,0.39,0.0,0.04,0.0,0.15,0.31,0.07,0.04,0.11,0.0,0.75,0.0,0.2,0.12,0.42,0.52,0.24
jaxlib.csv,0.09,0.0,0.01,0.0,0.17,0.08,0.17,0.14,0.0,0.17,0.4,1.0,0.0,0.0,0.21,0.1,0.56
jgameai.csv,0.26,0.4,0.25,0.0,0.29,0.96,0.67,0.31,0.18,0.57,0.2,0.5,0.1,0.0,0.33,0.69,0.68
jhotdraw.csv,0.36,0.0,0.03,0.0,0.37,0.12,0.03,0.23,0.98,0.0,0.1,0.0,0.3,0.12,0.33,0.48,0.1
loki-lib.csv,0.57,0.0,0.4,1.0,0.54,0.27,0.3,0.43,0.35,0.6,0.45,0.5,0.5,0.75,0.26,0.9,0.02
patterntesting.csv,0.6,0.2,0.52,1.0,0.66,0.54,0.57,0.64,0.74,0.97,0.85,0.5,0.7,0.38,0.49,0.52,0.63
pokeglobal.csv,0.69,0.2,0.61,1.0,0.98,0.62,0.87,0.58,0.77,0.83,0.5,1.0,0.9,0.5,0.82,0.31,0.37
werx.csv,0.99,1.0,1.0,1.0,0.98,1.0,1.0,0.95,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.93
xbg.csv,0.15,0.0,0.06,0.0,0.24,0.0,0.0,0.06,0.1,0.1,0.05,0.0,0.2,0.88,0.18,0.1,0.02
zealos.csv,0.49,0.2,0.74,1.0,0.39,0.42,0.97,0.76,0.85,0.77,0.85,1.0,0.8,0.38,0.77,0.66,0.41
