,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.32,1.0,1.0,0.0,0.42,0.32,0.0,0.11,0.29,0.17,0.09,0.0,0.5,0.0,0.0,0.42,0.53
baadengine.csv,0.99,0.04,0.97,0.01,0.62,0.34,0.31,0.28,0.19,0.42,0.14,0.04,0.19,0.27,0.81,0.5,0.82
bibedt.csv,0.71,0.05,0.94,0.02,0.68,0.3,0.35,0.33,0.28,0.8,0.12,0.0,1.0,0.15,0.93,0.58,0.88
exl.csv,0.7,0.08,0.95,0.01,0.72,0.3,0.39,0.26,0.19,0.46,0.13,0.03,0.22,0.21,0.9,0.67,1.0
gdis.csv,0.85,0.03,0.97,0.02,0.63,0.31,0.39,0.25,0.21,0.42,0.13,0.05,0.16,0.19,1.0,0.48,0.8
gogoego.csv,0.93,0.0,1.0,0.0,0.86,0.55,0.31,1.0,0.23,0.58,0.13,0.0,0.25,0.2,0.8,0.36,1.0
httpcontentparser.csv,0.79,0.0,1.0,0.0,0.3,0.22,0.5,0.21,0.09,0.0,1.0,0.0,0.08,0.03,0.69,0.33,0.62
jaxlib.csv,0.91,0.0,0.67,0.0,0.88,0.33,0.71,0.48,0.0,1.0,0.25,1.0,0.0,0.0,1.0,0.6,0.96
jgameai.csv,0.7,0.15,0.98,0.0,0.57,1.0,0.26,0.22,0.2,0.35,0.09,0.25,0.08,0.0,0.79,0.36,0.7
jhotdraw.csv,0.78,0.0,1.0,0.0,0.47,0.12,0.05,0.28,1.0,0.0,0.04,0.0,0.12,0.04,0.73,0.3,0.36
loki-lib.csv,0.83,0.0,0.96,0.03,0.85,0.24,0.32,0.31,0.19,0.51,0.11,0.06,0.19,0.27,0.94,1.0,1.0
patterntesting.csv,0.82,0.02,0.96,0.02,0.68,0.3,0.57,0.28,0.24,0.91,0.2,0.04,0.35,0.18,0.93,0.54,0.93
pokeglobal.csv,0.77,0.02,0.98,0.02,1.0,0.31,0.38,0.31,0.21,0.52,0.11,0.04,0.2,0.2,0.9,0.53,0.94
werx.csv,0.75,0.07,1.0,0.01,0.58,0.29,0.31,0.24,0.18,0.38,0.11,0.04,0.2,0.13,0.81,0.39,0.75
xbg.csv,0.68,0.0,1.0,0.0,0.91,0.0,0.0,0.28,0.19,0.75,0.04,0.0,0.67,1.0,1.0,0.25,0.5
zealos.csv,0.69,0.02,0.98,0.03,0.59,0.27,1.0,0.26,0.19,0.43,0.14,0.05,0.2,0.14,0.85,0.42,0.81
