,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.44,0.58,0.58,0.56,0.69,0.51
encog-java.csv,0.98,0.95,0.48,0.9,0.71,0.94
h2database.csv,0.42,0.98,0.92,0.95,0.8,0.95
jaql.csv,0.45,0.62,0.5,0.55,0.65,0.6
raven-monitoring.csv,0.98,0.47,0.66,0.49,0.72,0.58
v8.csv,0.41,0.47,0.47,0.45,0.55,0.44
