,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.13,0.11,0.32,0.44,1.0,0.94
encog-java.csv,0.95,0.26,0.43,0.7,0.39,0.94
h2database.csv,0.18,1.0,0.62,0.37,0.4,0.85
jaql.csv,0.21,0.21,0.41,0.96,0.41,0.96
raven-monitoring.csv,0.16,0.14,1.0,0.34,0.34,0.95
v8.csv,0.17,0.16,0.57,0.58,0.42,1.0
