,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.65,0.53,0.55,0.54,0.94,0.49,0.49,0.86,0.7,0.61,0.61,0.67,0.52,0.69
bibedt.csv,0.74,0.62,0.95,0.78,0.86,0.95,0.7,0.89,0.91,0.88,0.75,0.91,0.75,0.68
brlcad.csv,0.84,0.47,0.44,0.42,0.4,0.56,0.6,0.48,0.37,0.44,0.47,0.42,0.48,0.86
co-ode-owl-plugins.csv,0.99,0.93,0.95,0.84,0.94,0.97,0.91,0.5,0.0,0.92,0.93,0.75,0.0,0.94
firebreath.csv,0.53,0.46,0.61,0.72,0.56,0.51,0.48,0.6,0.74,0.56,0.83,0.68,0.74,0.6
fltk.csv,0.64,0.51,0.67,0.53,0.62,0.54,0.62,0.92,0.53,0.95,0.92,0.83,0.44,0.69
glas.csv,0.57,0.78,0.86,0.97,0.61,0.54,0.77,0.53,0.5,0.56,0.62,0.94,0.61,0.67
gretl.csv,0.47,0.41,0.42,0.46,0.39,0.47,0.44,0.4,0.4,0.42,0.47,0.52,0.39,0.6
konversation.csv,0.99,0.9,0.8,0.85,0.67,0.96,0.98,0.0,0.83,0.0,0.0,0.9,0.91,0.91
micomt.csv,0.97,0.91,0.79,0.98,0.8,0.89,0.91,0.5,0.92,0.92,0.5,0.89,0.55,0.88
openxava.csv,0.99,0.7,0.79,0.57,0.93,0.93,0.53,0.59,0.67,0.67,0.7,0.6,0.77,0.63
sumatrapdf.csv,0.49,0.63,0.58,0.5,0.59,0.7,0.45,0.62,0.63,0.53,0.74,0.61,0.57,0.69
tweetsharp.csv,0.78,0.42,0.53,0.55,0.74,0.57,0.92,0.64,0.45,0.56,0.55,0.64,0.46,0.98
wxcode.csv,0.0,0.0,0.0,0.96,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.86,0.5,0.0
