,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.47,0.27,0.23,0.4,0.16,0.99,0.23,0.07,0.09,0.41,0.38,0.25,0.13,0.01
bibedt.csv,0.37,0.13,0.09,0.19,0.07,0.12,0.17,0.0,0.09,0.1,0.04,0.12,0.33,0.03
brlcad.csv,0.0,0.83,0.95,0.99,0.95,0.89,0.37,0.63,0.93,0.85,1.0,0.92,0.73,0.65
co-ode-owl-plugins.csv,0.06,0.17,0.14,0.21,0.0,0.27,0.03,0.05,0.0,0.12,0.22,0.04,0.0,0.11
firebreath.csv,0.72,0.44,0.0,0.44,0.63,0.23,0.97,0.49,0.22,0.37,0.07,0.39,0.33,0.93
fltk.csv,0.53,0.44,0.38,0.01,0.37,0.69,0.6,0.2,0.31,0.24,0.15,0.26,0.4,0.38
glas.csv,0.44,0.29,0.23,0.25,0.32,0.27,0.13,0.37,0.53,0.42,0.0,0.21,0.4,0.33
gretl.csv,0.9,0.84,0.73,0.52,0.84,0.83,0.0,0.8,0.69,0.95,0.87,0.66,0.87,0.88
konversation.csv,0.11,0.0,0.03,0.15,0.02,0.4,0.5,0.0,0.02,0.02,0.0,0.13,0.13,0.0
micomt.csv,0.02,0.1,0.2,0.11,0.42,0.56,0.0,0.0,0.09,0.0,0.04,0.11,0.2,0.08
openxava.csv,0.09,0.18,0.17,0.43,0.13,0.0,0.37,0.29,0.0,0.25,0.33,0.33,0.2,0.14
sumatrapdf.csv,0.9,0.32,0.58,0.37,0.33,0.57,0.73,0.54,0.0,0.46,0.15,0.38,0.4,0.44
tweetsharp.csv,0.53,0.68,0.46,0.63,0.36,0.81,0.57,0.2,0.67,0.73,0.82,0.53,0.0,0.3
wxcode.csv,0.0,0.0,0.0,0.14,0.02,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0
