,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.06,0.52,0.56,0.59,0.68,0.55,0.66,0.54,0.38,0.57,0.37,0.52,0.77,0.79,0.82
bscwweasel.csv,0.02,0.09,0.54,0.72,0.59,0.46,0.42,0.54,0.43,0.53,0.37,0.22,0.57,0.63,0.62
capcode.csv,0.02,0.52,0.64,0.52,0.51,0.75,0.46,0.35,0.73,0.58,0.37,0.44,0.57,0.58,0.35
cme.csv,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.6,0.48,0.41,0.24,0.54,0.28,0.36,0.21,0.26,0.2,0.38,0.67,0.39,0.3,0.44
fluent-nhibernate.csv,0.0,0.33,0.48,0.35,0.7,0.29,0.5,0.28,0.67,0.45,0.0,0.55,0.91,0.49,0.0
lamp.csv,0.41,0.67,0.39,0.59,0.27,0.52,0.0,0.56,0.64,0.66,0.09,0.27,0.77,0.61,0.69
mecat.csv,0.0,0.09,0.09,0.0,0.12,0.2,0.0,0.16,0.0,0.41,0.97,0.0,0.28,0.0,0.78
nodal.csv,0.01,0.33,0.48,0.52,0.52,0.59,0.07,0.39,0.68,0.66,0.62,0.23,0.72,0.67,0.55
pydev.csv,0.61,0.54,0.39,0.57,0.85,0.44,0.26,0.53,0.42,0.66,0.82,0.16,0.7,0.61,0.74
retromenu.csv,0.64,0.54,0.52,0.34,0.77,0.57,0.19,0.21,0.34,0.26,0.0,0.27,0.57,0.15,0.0
smbopensoft.csv,0.81,0.13,0.37,0.47,0.36,0.29,0.59,0.28,0.39,0.4,0.0,0.59,0.21,0.67,0.53
stuproa-cims.csv,0.0,0.17,0.46,0.45,0.71,0.29,0.02,0.55,0.44,0.46,0.87,0.33,0.77,0.71,0.6
thout.csv,0.37,0.05,0.64,0.4,0.49,0.3,0.36,0.35,0.3,0.45,0.37,0.38,0.76,0.64,0.44
uface.csv,0.0,0.0,0.39,0.75,0.65,0.63,0.0,0.54,0.54,0.57,0.66,0.63,0.73,0.93,0.3
