,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.49,0.46,0.31,0.59,0.54,0.71,0.47,0.25,0.58,0.0,0.08,0.56
avifile.csv,0.42,0.27,0.45,0.15,0.69,0.19,0.44,0.41,0.07,0.29,0.53,0.68,0.68,0.11
delphilhlplib.csv,0.07,0.27,0.38,0.57,0.87,0.62,0.42,0.34,0.55,0.09,0.22,0.0,0.2,0.51
fluidium.csv,0.0,0.22,0.1,0.25,0.12,0.57,0.55,0.0,0.07,0.04,0.06,0.12,0.33,0.0
gnome-jabber.csv,0.0,0.26,0.71,0.42,0.56,0.57,0.54,0.49,0.49,0.52,0.49,0.77,0.72,0.59
ipfilter.csv,0.16,0.33,0.81,0.46,0.85,0.12,0.46,0.61,0.25,0.47,0.54,0.96,0.97,0.49
jparsec.csv,0.11,0.3,0.75,0.47,0.85,0.59,0.58,0.67,0.43,0.67,0.54,0.97,0.83,0.57
loki-lib.csv,0.12,0.3,0.7,0.53,0.77,0.22,0.21,0.34,0.64,0.35,0.63,0.93,0.38,0.56
mumble.csv,0.0,0.3,0.79,0.47,0.83,0.48,0.0,0.53,0.74,0.5,0.48,0.97,0.7,0.0
opengs.csv,0.13,0.24,0.67,0.48,0.6,0.7,0.48,0.5,0.58,0.53,0.36,0.48,0.53,0.47
owfs.csv,0.14,0.3,0.71,0.36,0.81,0.58,0.51,0.64,0.46,0.57,0.56,0.64,0.73,0.6
rectracker.csv,0.11,0.33,0.9,0.49,0.85,0.59,0.59,0.69,0.48,0.57,0.55,0.97,0.71,0.53
rockbox.csv,0.05,0.38,0.66,0.27,0.36,0.28,0.39,0.65,0.5,0.45,0.5,0.51,0.64,0.7
zealos.csv,0.33,0.0,0.47,0.58,0.04,0.0,0.0,0.0,0.0,0.25,0.21,0.04,0.0,0.0
