,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.34,0.27,0.33,0.44,0.64,0.69,0.24,0.43,0.12,0.51,0.12,0.87,0.97
aubit4gl.csv,0.03,0.36,0.33,0.11,0.36,0.08,0.7,0.13,0.06,0.16,0.25,0.76,0.06
bionote.csv,0.56,0.36,0.33,0.3,0.57,0.31,0.44,0.43,0.35,0.43,1.0,0.19,0.17
liferea.csv,0.76,0.91,0.17,0.59,0.79,0.62,0.57,0.52,0.12,0.54,0.12,0.15,0.49
opensim4opencog.csv,0.56,0.36,0.33,0.63,0.64,0.54,0.39,0.57,0.12,0.68,0.38,0.31,0.46
pclasses.csv,0.59,0.82,0.0,0.59,0.14,0.08,0.04,0.57,0.0,0.08,0.0,0.57,0.43
plearn.csv,0.71,0.45,0.83,0.37,0.79,0.31,0.02,0.35,0.65,0.65,0.0,0.63,1.0
psrchive.csv,0.58,0.27,0.67,0.3,0.64,0.69,0.83,0.52,0.12,0.59,0.38,0.76,0.09
re2c.csv,0.39,0.18,1.0,0.48,0.57,0.38,0.35,0.39,0.06,0.43,0.25,0.76,0.83
rebecca-aiml.csv,0.49,0.0,0.83,0.56,0.79,0.85,0.89,0.65,0.18,0.76,0.88,0.85,0.57
thrust.csv,0.03,0.0,0.33,0.11,0.07,0.0,0.13,0.35,0.59,0.19,0.38,0.41,0.09
tzod.csv,0.47,0.27,0.0,0.63,0.57,0.62,0.39,0.09,0.12,0.38,0.0,0.24,0.37
yaprm.csv,0.61,0.36,0.33,0.41,0.43,0.15,0.61,0.39,0.12,0.65,0.88,0.19,0.03
