,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.97,0.71,0.57,0.01,0.9,0.83,0.31,0.08,0.87,0.34
firebird.csv,0.04,0.33,0.9,0.47,0.78,0.64,0.69,0.56,0.36,0.69
fmri-dmt.csv,0.05,0.0,0.07,0.01,0.02,0.0,0.02,0.0,0.01,0.0
htmlunit.csv,0.05,0.9,0.13,0.67,0.49,0.0,0.56,0.97,0.64,0.87
monetdb.csv,0.42,0.19,0.32,0.36,0.48,0.1,0.3,0.67,0.0,0.37
ontomorphtab.csv,0.27,0.05,0.5,0.43,0.44,0.47,0.43,0.79,0.33,0.61
smarttag.csv,0.44,0.24,0.4,0.38,0.35,0.33,0.33,0.0,0.33,0.23
taokgame.csv,0.11,0.14,0.0,0.18,0.15,0.03,0.13,0.31,0.06,0.03
webdriver.csv,0.58,0.38,0.43,0.48,0.47,0.31,0.0,0.64,0.17,0.29
xbplayer.csv,0.13,0.14,0.29,0.26,0.0,0.18,0.2,0.21,0.11,0.16
