,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.61,0.65,0.13,0.98,0.44,0.44,0.49,0.11,0.38,0.07
firebird.csv,0.98,0.69,0.21,0.54,0.51,0.53,0.61,0.4,0.57,0.19
fmri-dmt.csv,0.11,0.0,0.0,0.01,0.09,0.04,0.08,0.0,0.0,1.0
htmlunit.csv,0.29,0.73,0.17,0.43,0.37,1.0,0.51,0.4,0.48,0.15
monetdb.csv,0.59,0.41,0.36,0.52,0.41,0.57,0.58,0.43,0.99,0.07
ontomorphtab.csv,0.42,0.99,0.11,0.52,0.55,0.55,0.57,0.47,0.38,0.2
smarttag.csv,0.53,0.67,0.05,0.49,0.52,0.5,0.66,1.0,0.43,0.26
taokgame.csv,0.34,0.23,1.0,0.3,0.4,0.04,0.3,0.32,0.42,0.22
webdriver.csv,0.64,0.59,0.27,0.5,0.44,0.44,1.0,0.3,0.51,0.22
xbplayer.csv,0.44,0.51,0.21,0.49,1.0,0.54,0.6,0.37,0.47,0.22
