,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.98,0.78,0.83,0.03,0.92,0.85,0.64,0.93,0.93,0.9
firebird.csv,0.04,0.5,0.9,0.57,0.78,0.65,0.71,0.67,0.47,0.71
fmri-dmt.csv,0.94,1.0,1.0,1.0,0.95,0.98,0.96,1.0,1.0,0.0
htmlunit.csv,0.83,0.91,0.81,0.78,0.72,0.0,0.7,0.98,0.69,0.89
monetdb.csv,0.6,0.74,0.37,0.55,0.68,0.53,0.53,0.7,0.02,0.91
ontomorphtab.csv,0.72,0.05,0.86,0.57,0.51,0.52,0.58,0.79,0.68,0.64
smarttag.csv,0.66,0.49,0.99,0.6,0.52,0.54,0.46,0.0,0.63,0.55
taokgame.csv,0.78,0.87,0.0,0.78,0.68,0.98,0.81,0.71,0.7,0.83
webdriver.csv,0.65,0.62,0.52,0.62,0.64,0.61,0.0,0.81,0.56,0.58
xbplayer.csv,0.7,0.64,0.67,0.59,0.0,0.51,0.51,0.67,0.63,0.69
