,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.0,0.0,2.0,0.0,13.0,18.0,9.0,2.0,3.0,8.0
firebird.csv,0.0,3.0,1.0,2.0,9.0,6.0,9.0,1.0,0.0,3.0
fmri-dmt.csv,2.0,55.0,91.0,13.0,2.0,0.0,0.0,52.0,145.0,0.0
htmlunit.csv,0.0,1.0,0.0,7.0,5.0,0.0,0.0,4.0,3.0,6.0
monetdb.csv,0.0,2.0,2.0,2.0,7.0,2.0,0.0,1.0,0.0,14.0
ontomorphtab.csv,0.0,0.0,6.0,1.0,5.0,2.0,0.0,2.0,2.0,1.0
smarttag.csv,0.0,1.0,12.0,7.0,8.0,3.0,0.0,0.0,5.0,2.0
taokgame.csv,1.0,3.0,0.0,2.0,5.0,6.0,1.0,0.0,1.0,2.0
webdriver.csv,0.0,0.0,2.0,8.0,16.0,11.0,0.0,8.0,1.0,6.0
xbplayer.csv,1.0,0.0,2.0,4.0,0.0,4.0,1.0,5.0,2.0,1.0
