,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.13,0.54,0.41,0.97,0.34,0.46,0.47,0.09,0.36,0.2
firebird.csv,0.99,0.64,0.36,0.65,0.57,0.67,0.61,0.59,0.69,0.62
fmri-dmt.csv,0.07,0.0,0.0,0.0,0.06,0.02,0.05,0.0,0.0,1.0
htmlunit.csv,0.2,0.34,0.24,0.52,0.49,1.0,0.55,0.13,0.61,0.4
monetdb.csv,0.58,0.33,0.77,0.59,0.52,0.53,0.58,0.62,0.98,0.2
ontomorphtab.csv,0.37,0.99,0.33,0.61,0.7,0.71,0.59,0.57,0.44,0.68
smarttag.csv,0.52,0.6,0.12,0.55,0.63,0.59,0.69,1.0,0.5,0.54
taokgame.csv,0.27,0.17,1.0,0.28,0.38,0.02,0.24,0.4,0.35,0.2
webdriver.csv,0.63,0.53,0.67,0.59,0.56,0.5,1.0,0.46,0.51,0.53
xbplayer.csv,0.36,0.42,0.44,0.51,1.0,0.56,0.57,0.4,0.43,0.38
