,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.56,0.91,0.54,0.6
hibernate.csv,0.79,0.93,0.53,0.49
lamp.csv,0.41,0.75,0.71,0.59
thout.csv,0.9,0.4,0.96,0.8
