,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.47,0.5,0.37,0.46
hibernate.csv,0.83,0.49,0.46,0.57
lamp.csv,0.68,0.95,0.39,0.49
thout.csv,0.44,0.51,0.46,0.46
