,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.0,18.0,0.0,6.0
hibernate.csv,1.0,2.0,0.0,7.0
lamp.csv,10.0,4.0,2.0,8.0
thout.csv,13.0,1.0,0.0,46.0
