,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.46,0.54,0.54,0.72,0.2
ingex.csv,0.54,0.53,0.58,0.7,0.43
jgnash.csv,0.64,0.69,0.62,0.52,0.47
openefm.csv,0.7,0.47,0.43,0.51,0.4
synecdoche.csv,0.61,0.56,0.25,0.2,0.64
