,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.65,0.47,0.78,0.46,0.47,0.36,0.85
amateur-scrolls.csv,0.65,0.62,0.5,0.68,0.65,0.52,0.89
arcallians.csv,0.47,0.56,0.48,0.65,0.53,0.84,0.59
gebr.csv,0.42,0.39,0.33,0.44,0.36,0.38,0.42
jfreereport.csv,0.99,0.83,0.95,0.66,0.66,0.51,0.78
kml.csv,0.54,0.57,0.69,0.6,0.56,0.45,0.68
multitude.csv,0.55,0.36,0.52,0.51,0.33,0.44,0.52
