,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.69,0.67,0.66,0.0,0.17,0.71,0.75,0.18,0.19,0.18,0.6,0.17,0.56
grafx2.csv,0.79,0.72,0.68,0.74,0.3,0.7,0.69,0.68,0.78,0.77,0.57,0.66,0.61
jahshakafx.csv,0.82,0.71,0.74,0.5,0.36,0.76,0.52,0.48,0.73,0.76,0.65,0.74,0.63
kftpgrabber.csv,0.51,0.32,0.0,0.1,0.41,0.45,0.11,0.35,0.25,0.15,0.86,0.25,0.32
kindb.csv,0.84,0.66,0.38,0.77,0.67,0.68,0.6,0.66,0.54,0.82,0.56,0.25,0.67
maya-work-in-progress.csv,0.55,0.55,0.65,0.83,0.0,0.66,0.81,0.76,0.8,0.81,0.61,0.61,0.71
netatalk.csv,0.81,0.65,0.53,0.17,0.41,0.66,0.71,0.45,0.72,0.78,0.55,0.66,0.64
nullc.csv,0.6,0.05,0.17,0.09,0.72,0.67,0.23,0.42,0.47,0.6,0.52,0.4,0.55
plee-the-bear.csv,0.75,0.43,0.79,0.05,0.37,0.54,0.61,0.49,0.58,0.55,0.47,0.57,0.57
reaper-ecad.csv,0.61,0.59,0.64,0.61,0.33,0.42,0.0,0.0,0.38,0.28,0.61,0.25,0.26
unimrcp.csv,0.73,0.67,0.66,0.76,0.43,0.69,0.73,0.73,0.52,0.73,0.7,0.55,0.54
unladen-swallow.csv,0.21,0.48,0.5,0.05,0.21,0.45,0.43,0.69,0.49,0.48,0.57,0.7,0.13
xmoto.csv,0.68,0.69,0.68,0.1,0.55,0.72,0.61,0.59,0.74,0.4,0.61,0.0,0.7
