,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.49,0.33,0.24,0.54,0.47,0.47,0.21,0.46,0.98,0.55,0.0,0.62,0.57,0.23,0.08,0.29
beast-mcmc.csv,0.96,0.44,0.29,0.33,0.37,0.45,0.5,0.25,0.37,0.48,0.17,0.44,0.48,0.17,0.33,0.71
bigdata.csv,0.42,0.48,0.37,0.76,0.58,0.43,0.37,0.66,0.08,0.45,0.56,0.7,1.0,0.09,0.48,0.36
cuberok.csv,0.48,0.46,0.32,0.6,0.6,0.5,0.98,0.35,0.41,0.53,0.38,0.51,0.66,0.25,0.34,0.54
exist.csv,0.44,0.51,0.38,0.53,0.39,0.6,0.21,0.49,0.35,0.98,0.33,0.63,0.59,0.34,0.19,0.51
icescrum.csv,0.61,0.44,0.31,0.61,0.47,0.49,0.21,0.38,0.29,0.58,0.28,0.58,0.64,0.26,0.11,1.0
jbasic.csv,0.31,0.21,0.33,0.49,0.1,0.29,0.44,0.98,0.29,0.19,0.07,0.23,0.32,0.05,0.19,0.26
jrefactory.csv,0.4,1.0,0.29,0.47,0.6,0.47,0.15,0.28,0.35,0.45,0.39,0.62,0.5,0.65,0.11,0.58
jsecurity.csv,0.22,0.35,0.95,0.42,0.26,0.32,0.21,0.25,0.23,0.26,0.47,0.36,0.36,0.3,0.06,0.3
libopenmetaverse.csv,0.4,0.71,0.31,0.75,1.0,0.66,0.55,0.63,0.41,0.7,0.71,0.87,0.91,0.68,0.41,0.54
mobicents.csv,0.37,0.63,0.35,0.57,0.46,0.99,0.13,0.65,0.29,0.61,0.06,0.64,0.62,0.23,0.14,0.61
opendvr.csv,0.4,0.56,0.23,0.66,0.47,0.52,0.44,0.65,0.37,0.56,0.56,0.8,0.76,0.09,0.95,0.6
power-architect.csv,0.38,0.62,0.31,0.6,0.64,0.6,0.56,0.36,0.5,0.68,0.61,1.0,0.73,0.16,0.49,0.54
sidekar.csv,0.43,0.54,0.37,0.98,0.51,0.58,0.53,0.54,0.46,0.65,0.62,0.76,0.72,0.57,0.3,0.49
wheat.csv,0.39,0.23,0.23,0.4,0.38,0.46,0.59,0.11,0.44,0.42,0.96,0.51,0.39,0.3,0.59,0.58
wsmt.csv,0.19,0.44,0.06,0.1,0.4,0.22,0.13,0.26,0.22,0.23,0.26,0.22,0.33,0.96,0.27,0.0
