,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.38,0.46,0.19,0.81,0.61,0.54,0.5,0.61,1.0,0.81,0.0,0.78,0.91,0.35,0.33,0.31
beast-mcmc.csv,1.0,0.63,0.31,0.93,0.46,0.66,0.46,0.62,0.28,0.71,0.43,0.74,0.9,0.22,0.33,0.65
bigdata.csv,0.41,0.68,0.26,0.63,0.48,0.63,0.38,0.49,1.0,0.64,0.58,0.79,1.0,0.22,0.33,0.56
cuberok.csv,0.52,0.59,0.3,0.88,0.53,0.59,1.0,0.65,0.57,0.66,0.45,0.95,0.92,0.35,0.37,0.45
exist.csv,0.35,0.52,0.33,0.76,0.52,0.64,0.24,0.6,0.31,0.99,0.47,0.8,0.88,0.38,0.3,0.43
icescrum.csv,0.63,0.5,0.32,0.88,0.61,0.59,0.5,0.63,0.38,0.63,0.62,0.78,0.9,0.37,0.15,1.0
jbasic.csv,0.48,0.47,0.31,0.85,0.5,0.7,0.57,0.98,0.35,0.71,1.0,1.0,0.9,0.14,0.3,0.75
jrefactory.csv,0.36,1.0,0.26,0.62,0.62,0.53,0.5,0.55,0.26,0.62,0.5,0.82,0.92,0.62,0.12,0.5
jsecurity.csv,0.26,0.67,1.0,0.57,0.39,0.49,0.19,0.56,0.4,0.53,0.52,0.72,0.86,0.58,0.08,0.5
libopenmetaverse.csv,0.26,0.58,0.2,0.62,1.0,0.52,0.39,0.48,0.27,0.59,0.56,0.82,0.89,0.55,0.28,0.42
mobicents.csv,0.35,0.63,0.28,0.65,0.47,1.0,0.25,0.56,0.27,0.63,0.25,0.9,0.91,0.33,0.29,0.5
opendvr.csv,0.31,0.59,0.17,0.72,0.45,0.55,0.57,0.62,0.39,0.66,0.64,0.85,0.88,0.22,1.0,0.47
power-architect.csv,0.28,0.62,0.19,0.6,0.52,0.58,0.46,0.37,0.36,0.64,0.51,1.0,0.91,0.25,0.35,0.37
sidekar.csv,0.29,0.5,0.26,0.98,0.51,0.51,0.43,0.55,0.39,0.68,0.6,0.81,0.87,0.57,0.26,0.45
wheat.csv,0.32,0.64,0.26,0.61,0.44,0.54,0.52,0.5,0.4,0.67,0.96,0.9,0.86,0.42,0.52,0.48
wsmt.csv,0.23,0.88,0.08,0.27,0.71,0.38,0.25,0.35,0.24,0.39,0.45,0.7,0.84,1.0,0.23,0.0
