,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.02,1.0,0.11,0.0,0.12,0.42,0.0,0.13,0.04,0.15,0.24,0.0,0.54,0.35,0.0,0.15,0.04,0.29,0.35,0.0
baadengine.csv,0.98,0.49,0.0,0.82,0.68,0.63,0.05,0.63,0.24,0.62,0.58,0.09,0.43,0.49,0.64,0.45,0.65,0.58,0.74,0.0
bibedt.csv,0.37,0.23,0.21,0.0,0.52,0.5,0.47,0.44,0.41,0.09,0.62,0.53,0.92,0.63,0.48,0.28,0.33,0.43,0.42,0.4
cascading.csv,0.36,0.21,0.52,0.92,0.61,0.35,0.54,0.63,0.53,0.72,0.77,0.52,0.63,0.54,0.57,0.53,0.98,0.46,0.38,0.06
dataobjectsdotnet.csv,0.29,0.43,0.38,0.92,0.56,0.14,0.09,0.6,0.28,0.37,0.44,0.52,0.45,0.45,0.67,0.31,0.35,0.95,0.37,0.18
gnome-jabber.csv,0.64,0.53,0.57,0.0,0.64,0.53,0.17,0.47,0.32,0.24,0.48,0.47,0.0,0.36,0.13,0.44,0.32,0.48,0.58,0.88
gogoego.csv,0.46,0.0,0.12,0.0,0.3,0.27,0.13,0.93,0.25,0.34,0.29,0.53,0.12,0.47,0.38,0.15,0.27,0.51,0.4,0.53
httpcontentparser.csv,0.2,0.0,0.06,0.0,0.25,0.38,0.09,0.17,0.16,0.0,0.96,0.0,0.34,0.32,0.13,0.1,0.06,0.46,0.45,0.48
impala.csv,0.58,0.67,0.31,0.72,0.45,0.63,0.27,0.36,0.45,0.16,0.48,0.0,0.41,0.36,0.13,0.93,0.1,0.5,0.44,0.49
jaxlib.csv,0.0,0.0,0.0,0.0,0.15,0.1,0.2,0.02,0.0,0.09,0.45,1.0,0.0,0.3,0.0,0.0,0.05,0.1,0.09,0.05
jgameai.csv,0.29,0.0,0.0,0.0,0.37,1.0,0.56,0.51,0.02,0.43,0.58,0.0,0.24,0.2,0.42,0.1,0.44,0.33,0.41,0.01
jhotdraw.csv,0.21,0.23,0.06,0.0,0.4,0.05,0.0,0.37,0.92,0.28,0.18,0.0,0.0,0.2,0.36,0.36,0.22,0.47,0.33,0.57
loki-lib.csv,0.65,0.41,0.47,0.82,0.63,0.52,0.0,0.59,0.67,0.74,0.5,0.57,0.56,0.47,0.59,0.45,0.54,0.6,0.94,0.0
patterntesting.csv,0.59,0.37,0.0,0.83,0.54,0.41,0.54,0.58,0.63,1.0,0.68,0.62,0.53,0.61,0.65,0.46,0.62,0.48,0.6,0.0
pokeglobal.csv,0.49,0.21,0.59,0.87,1.0,0.51,0.57,0.57,0.58,0.51,0.44,0.36,0.57,0.17,0.53,0.39,0.59,0.52,0.17,0.53
snakeyaml.csv,0.04,0.45,0.05,0.0,0.41,0.53,0.35,0.26,0.31,0.09,0.29,0.86,0.12,0.27,0.88,0.05,0.11,0.39,0.41,0.54
unflobtactical.csv,0.49,0.58,0.3,0.0,0.47,0.62,0.65,0.47,0.46,0.51,0.64,0.81,0.34,0.94,0.41,0.1,0.43,0.47,0.43,0.51
werx.csv,0.05,0.09,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.05,0.0,0.0
zealos.csv,0.43,0.23,0.33,0.92,0.46,0.49,0.98,0.56,0.41,0.6,0.68,0.0,0.49,0.6,0.44,0.46,0.5,0.57,0.51,0.37
