,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.99,0.0,0.91,1.02,0.94,0.69,1.0,0.91,0.97,0.93,0.81,1.0,0.55,0.71,1.0,0.88,0.97,0.78,0.74,1.0
baadengine.csv,0.03,0.81,1.03,0.53,0.66,0.56,0.99,0.72,0.94,0.73,0.63,0.98,0.88,0.83,0.55,0.86,0.68,0.71,0.54,1.0
bibedt.csv,0.77,0.83,0.96,1.07,0.58,0.69,0.6,0.65,0.69,0.93,0.66,0.58,0.1,0.46,0.6,0.78,0.73,0.67,0.69,0.85
cascading.csv,0.82,1.11,0.8,0.29,0.62,0.74,0.53,0.64,0.65,0.37,0.45,0.62,0.64,0.65,0.6,0.78,0.02,0.68,0.71,0.95
dataobjectsdotnet.csv,0.79,0.69,0.94,0.31,0.72,0.93,0.94,0.7,0.77,0.92,0.65,0.62,0.61,0.61,0.53,0.83,0.78,0.06,0.9,0.87
gnome-jabber.csv,0.71,0.79,0.77,1.32,0.68,0.79,0.96,0.84,0.92,0.94,0.85,0.85,1.02,0.93,0.98,0.86,0.91,0.83,0.77,0.4
gogoego.csv,0.61,1.01,0.9,1.02,0.82,0.79,0.98,0.08,0.81,0.72,0.77,0.57,1.0,0.71,0.67,0.89,0.78,0.66,0.8,0.81
httpcontentparser.csv,0.88,1.0,0.99,1.0,0.92,0.75,0.93,0.87,0.88,1.0,0.05,1.0,0.76,0.83,0.89,0.92,0.95,0.76,0.83,0.78
impala.csv,0.6,0.63,0.74,0.66,0.79,0.66,0.82,0.77,0.76,0.92,0.81,1.16,0.91,0.95,0.89,0.08,0.94,0.8,0.89,0.83
jaxlib.csv,1.0,1.0,1.0,1.0,0.88,0.92,0.83,0.98,1.0,0.93,0.62,0.0,1.0,0.75,1.0,1.0,0.96,0.92,0.93,0.96
jgameai.csv,0.75,1.0,1.11,1.06,0.92,0.02,0.79,0.77,1.0,0.86,0.75,1.01,0.81,0.88,0.85,0.92,0.69,0.75,0.89,0.99
jhotdraw.csv,0.83,0.83,0.98,1.02,0.82,0.96,1.0,0.74,0.1,0.99,0.89,1.0,1.01,0.93,0.76,0.71,0.84,0.69,0.91,0.7
loki-lib.csv,0.64,0.81,0.74,0.52,0.56,0.71,1.0,0.6,0.63,0.47,0.83,0.79,0.79,0.83,0.76,0.82,0.67,0.67,0.07,1.0
patterntesting.csv,0.59,0.94,1.19,0.5,0.77,0.72,0.8,0.67,0.58,0.02,0.69,0.75,0.79,0.64,0.54,0.73,0.63,0.69,0.66,1.0
pokeglobal.csv,0.74,1.08,0.76,0.42,0.0,0.73,0.51,0.7,0.73,0.66,0.67,0.9,0.75,0.92,0.8,0.91,0.73,0.76,0.86,0.63
snakeyaml.csv,0.97,0.61,1.0,1.07,0.68,0.77,0.88,0.8,0.74,0.93,0.82,0.44,0.9,0.81,0.15,0.97,0.92,0.68,0.71,0.73
unflobtactical.csv,0.65,0.62,0.88,1.07,0.68,0.55,0.52,0.63,0.66,0.57,0.53,0.54,0.73,0.07,0.68,0.96,0.73,0.64,0.74,0.75
werx.csv,0.99,0.98,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.97,1.0,0.99,1.0,1.0
zealos.csv,0.78,0.94,0.99,0.31,0.61,0.61,0.03,0.63,0.69,0.63,0.56,1.09,0.73,0.62,0.68,0.7,0.77,0.64,0.71,0.88
