,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.97,0.8,0.94,0.95,0.92,0.97,0.0,0.98,0.86,0.95,0.95,0.0,0.57,0.81,0.0,0.94,0.88,0.99,0.9,0.0
baadengine.csv,0.45,0.43,0.35,0.47,0.39,0.44,0.55,0.37,0.36,0.44,0.5,0.29,0.39,0.35,0.52,0.36,0.4,0.4,0.41,0.52
bibedt.csv,0.61,0.88,0.84,0.54,0.5,0.58,0.7,0.69,0.66,0.67,0.6,0.67,0.89,0.44,0.67,0.9,0.62,0.55,0.72,0.72
cascading.csv,0.55,0.37,0.39,0.6,0.4,0.52,0.48,0.42,0.45,0.45,0.46,0.58,0.33,0.42,0.55,0.34,0.43,0.56,0.61,0.8
dataobjectsdotnet.csv,0.73,0.75,0.57,0.75,0.48,0.9,0.88,0.47,0.98,0.55,0.8,0.63,0.88,0.59,0.62,0.63,0.73,0.66,0.66,0.87
gnome-jabber.csv,0.43,0.46,0.4,0.41,0.43,0.47,0.57,0.41,0.39,0.48,0.48,0.35,0.41,0.42,0.42,0.36,0.41,0.51,0.43,0.52
gogoego.csv,0.76,0.86,0.95,0.72,0.73,0.76,0.55,0.84,0.84,0.69,0.84,0.64,0.74,0.57,0.95,0.96,0.66,0.57,0.65,0.56
httpcontentparser.csv,0.84,0.75,0.9,0.75,0.87,0.88,0.8,0.98,0.97,0.0,0.95,0.75,0.73,0.76,0.93,0.91,0.89,0.72,0.64,0.8
impala.csv,0.62,0.49,0.83,0.59,0.72,0.68,0.89,0.78,0.61,0.95,0.64,0.46,0.56,0.67,0.95,0.96,0.93,0.61,0.55,0.63
jaxlib.csv,0.0,0.8,0.0,0.75,0.83,0.75,0.86,0.92,0.75,0.5,0.75,0.5,0.0,0.73,0.0,0.67,0.83,0.93,0.8,0.75
jgameai.csv,0.99,0.83,0.52,0.71,0.64,0.81,0.54,0.47,0.98,0.5,0.52,0.8,0.83,0.93,0.59,0.94,0.7,0.91,0.53,0.0
jhotdraw.csv,0.99,0.93,0.91,0.95,0.69,0.75,0.67,0.81,0.98,0.74,0.98,0.67,0.8,0.94,0.73,0.98,0.97,0.82,0.72,0.75
loki-lib.csv,0.53,0.49,0.45,0.39,0.42,0.46,0.54,0.4,0.38,0.34,0.51,0.3,0.46,0.43,0.42,0.35,0.39,0.45,0.57,0.52
patterntesting.csv,0.45,0.39,0.47,0.44,0.4,0.5,0.56,0.44,0.44,0.55,0.49,0.32,0.51,0.43,0.52,0.44,0.44,0.5,0.56,0.53
pokeglobal.csv,0.62,0.42,0.36,0.49,0.49,0.4,0.57,0.4,0.37,0.49,0.74,0.29,0.46,0.79,0.52,0.34,0.42,0.46,0.83,0.31
snakeyaml.csv,0.95,0.9,0.88,0.79,0.77,0.74,0.98,0.98,0.95,0.67,0.87,0.43,0.75,0.93,0.96,0.96,0.91,0.84,0.78,0.84
unflobtactical.csv,0.55,0.56,0.75,0.66,0.59,0.54,0.47,0.67,0.6,0.58,0.59,0.46,0.73,0.47,0.93,0.8,0.64,0.61,0.64,0.81
werx.csv,0.42,0.36,0.36,0.42,0.41,0.48,0.54,0.36,0.36,0.46,0.45,0.3,0.39,0.38,0.42,0.34,0.4,0.43,0.44,0.52
zealos.csv,0.56,0.48,0.61,0.59,0.55,0.63,0.66,0.61,0.65,0.58,0.68,0.52,0.59,0.54,0.73,0.64,0.51,0.64,0.64,0.97
