,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.6,0.57,0.62,0.52,0.66,0.02,0.13,0.59,0.65,0.55
fritzing.csv,0.74,0.61,0.72,0.6,0.84,0.03,0.17,0.3,0.62,0.53
jlinalg.csv,0.87,0.36,0.51,0.53,0.7,0.03,0.28,0.47,0.51,0.57
knowledge.csv,0.86,0.56,0.65,0.56,0.93,0.02,0.12,0.43,0.6,0.64
massiv.csv,0.21,0.43,0.44,0.0,0.0,0.35,0.0,0.55,0.0,0.0
multitude.csv,0.82,0.48,0.7,0.59,0.86,0.02,0.26,0.53,0.51,0.7
playerstage.csv,0.63,0.59,0.71,0.71,0.87,0.02,0.14,0.57,0.5,0.55
quarkplusplus.csv,0.74,0.57,0.62,0.49,0.78,0.04,0.11,0.47,0.61,0.62
rtrt-on-gpu.csv,0.31,0.38,0.24,0.29,0.4,0.0,0.61,0.0,0.14,0.37
superwaba.csv,0.49,0.7,0.64,0.46,0.74,0.02,0.26,0.51,0.51,0.54
