,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.16,0.14,0.07,0.0,0.02,0.19
foursquared.csv,0.1,0.12,0.12,0.2,0.0,0.15
ifmo-game-1.csv,0.22,0.08,0.19,0.11,0.1,0.32
micomt.csv,0.61,0.5,0.68,0.93,0.15,0.74
voms.csv,0.4,0.18,0.9,0.26,0.03,0.79
