,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.4,0.47,0.44,0.53,0.67,0.55,0.45
encog-java.csv,0.61,0.91,0.8,0.96,0.64,0.54,0.83
galaxium.csv,0.45,0.54,0.62,0.44,0.49,0.35,0.5
h2database.csv,0.61,0.58,0.88,0.44,0.96,0.63,0.89
haphazard.csv,0.72,0.76,0.94,0.63,0.96,0.78,0.85
jaql.csv,0.41,0.43,0.56,0.43,0.52,0.32,0.57
raven-monitoring.csv,0.54,0.53,0.59,0.62,0.97,0.51,0.49
