,recall,precision,pf,wins
adaptagrams.csv,0.32,0.64,0.14,16
amanda.csv,0.67,0.48,0.53,6
aubit4gl.csv,0.5,0.47,0.53,3
awemud.csv,0.56,0.58,0.3,15
bacula.csv,0.83,0.53,0.64,9
blogentis.csv,0.64,0.53,0.49,12
fbmanager.csv,0.54,0.48,0.43,8
go.csv,0.81,0.51,0.61,10
ikvm.csv,0.26,0.48,0.28,5
jicarilla.csv,0.05,0.33,0.15,2
jlinalg.csv,0.83,0.47,0.62,7
lazarus-ccr.csv,0.46,0.46,0.4,4
nutz.csv,0.71,0.52,0.55,11
ossim.csv,0.0,0.0,0.0,1
playerstage.csv,0.55,0.55,0.33,14
plee-the-bear.csv,0.52,0.49,0.77,0
superwaba.csv,0.73,0.53,0.54,13
