,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.73,0.88,0.54,0.96,0.5,0.25,0.79,1.0,0.66,0.25,0.85,0.8
emite.csv,0.8,1.0,0.63,0.57,0.66,0.7,0.87,0.55,0.78,0.53,0.44,0.72
geogebra.csv,0.7,1.0,0.53,0.45,0.6,1.0,0.44,0.64,0.6,0.45,0.82,0.43
hibernate.csv,0.67,0.56,0.9,0.92,0.41,0.89,0.46,0.77,0.53,0.35,0.78,0.55
httpcontentparser.csv,0.74,0.96,0.33,0.47,0.61,1.0,0.74,0.89,0.68,0.57,0.75,0.68
megameknet.csv,0.83,1.0,0.63,0.67,0.8,0.79,0.37,0.83,0.62,0.53,0.81,0.66
myfaces.csv,0.72,0.55,0.47,0.43,0.5,0.5,0.46,0.69,0.54,0.36,0.86,0.46
ns-3.csv,0.55,0.96,0.77,0.5,0.77,0.86,0.48,0.74,0.57,0.95,0.78,0.47
ondex.csv,0.87,0.81,0.48,0.62,0.38,0.62,0.62,0.54,0.68,0.25,0.67,0.61
pixel-commandos.csv,0.87,0.74,0.61,0.9,0.77,0.92,0.9,0.84,0.79,0.05,0.92,0.87
rsyslog.csv,0.64,0.28,0.47,0.74,0.43,0.69,0.51,0.7,0.59,0.37,0.66,0.56
wow-qrsk.csv,0.86,0.92,0.75,0.42,0.32,0.99,0.6,0.84,0.64,1.0,0.61,0.47
