,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.38,0.67,0.32,0.32,0.06,0.6,0.75,0.62,0.12,0.59,0.47,0.0,0.56,0.1,0.36,0.41,0.63,0.17,0.53,0.44
autofac.csv,0.6,0.12,0.77,0.64,0.4,0.6,0.38,0.66,0.42,0.53,0.56,0.61,0.68,0.53,0.38,0.66,0.65,0.57,0.58,0.69
azureus.csv,0.32,0.59,0.32,0.46,0.55,0.3,0.48,0.27,0.53,0.7,0.34,0.61,0.46,0.49,0.49,0.52,0.54,0.66,0.75,0.73
coot.csv,0.37,0.1,0.42,0.62,0.55,0.46,0.48,0.6,0.43,0.49,0.28,0.41,0.07,0.54,0.51,0.72,0.39,0.55,0.32,0.51
cuberok.csv,0.44,0.34,0.58,0.63,0.71,0.64,0.46,0.71,0.61,0.5,0.47,0.89,0.49,0.51,0.73,0.33,0.63,0.38,0.59,0.58
dsworkbench.csv,0.11,0.78,0.2,0.14,0.27,0.53,0.48,0.15,0.16,0.28,0.17,0.0,0.28,0.27,0.0,0.1,0.65,0.12,0.34,0.13
gabel.csv,0.46,0.4,0.33,0.48,0.4,0.45,0.27,0.87,0.51,0.44,0.47,0.0,0.0,0.27,0.13,0.44,0.67,0.38,0.26,0.18
gephex.csv,0.59,0.0,0.24,0.2,0.41,0.57,0.0,0.53,0.09,0.34,0.39,0.0,0.63,0.71,0.66,0.21,0.0,0.32,0.54,0.43
haggle.csv,0.6,0.51,0.43,0.61,0.0,0.56,0.1,0.29,0.29,0.41,0.33,0.0,0.51,0.5,0.34,0.21,0.57,0.32,0.45,0.16
icescrum.csv,0.55,0.61,0.25,0.42,0.45,0.59,0.47,0.61,0.43,0.59,0.33,0.0,0.28,0.44,0.23,0.44,0.83,0.34,0.53,0.5
javaprofiler.csv,0.62,0.48,0.66,0.51,0.59,0.5,0.34,0.59,0.6,0.61,0.67,0.21,0.51,0.52,0.35,0.55,0.54,0.53,0.76,0.64
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.57,0.07,0.67,0.45,0.49,0.6,0.24,0.52,0.4,0.29,0.47,0.0,0.67,0.47,0.6,0.52,0.39,0.46,0.59,0.25
octet.csv,0.18,0.5,0.49,0.55,0.48,0.62,0.75,0.42,0.46,0.54,0.86,0.0,0.21,0.56,0.26,0.56,0.62,0.52,0.58,0.34
openefm.csv,0.71,0.5,0.32,0.49,0.53,0.47,0.68,0.7,0.54,0.31,0.17,0.78,0.27,0.45,0.29,0.43,0.53,0.25,0.45,0.32
rcp-company-uibindings.csv,0.25,0.68,0.48,0.54,0.57,0.39,0.43,0.42,0.44,0.54,0.45,0.0,0.5,0.49,0.31,0.6,0.42,0.53,0.88,0.19
servicestack.csv,0.11,0.36,0.2,0.06,0.0,0.28,0.14,0.0,0.0,0.13,0.17,0.0,0.82,0.0,0.11,0.02,0.06,0.0,0.13,0.1
synecdoche.csv,0.63,0.57,0.59,0.21,0.13,0.58,0.44,0.65,0.54,0.7,0.31,0.0,0.41,0.62,0.57,0.54,0.58,0.73,0.49,0.36
tmva.csv,0.0,0.4,0.13,0.54,0.7,0.48,0.45,0.21,0.75,0.21,0.3,0.0,0.0,0.45,0.51,0.28,0.32,0.38,0.0,0.33
wsmt.csv,0.4,0.43,0.48,0.19,0.37,0.24,0.14,0.5,0.09,0.14,0.47,0.6,0.48,0.18,0.8,0.15,0.24,0.17,0.58,0.58
