,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.33,0.66,0.28,0.28,0.05,0.64,0.76,0.62,0.1,0.8,0.43,0.0,0.53,0.08,0.37,0.38,0.63,0.14,0.51,0.41
autofac.csv,0.61,0.1,0.76,0.72,0.36,0.6,0.36,0.75,0.4,0.62,0.57,1.0,0.65,0.62,0.54,0.78,0.79,0.66,0.61,0.71
azureus.csv,0.85,0.64,0.86,0.42,0.59,1.0,0.48,0.88,0.51,0.68,0.86,1.0,0.82,0.51,0.94,0.48,0.58,0.76,0.95,0.89
coot.csv,0.36,0.08,0.38,0.66,0.59,0.48,0.52,0.88,0.4,0.73,0.71,1.0,0.06,0.59,0.74,0.72,0.37,0.59,0.69,0.77
cuberok.csv,0.79,0.62,0.69,0.68,0.73,0.68,0.44,0.75,0.66,0.48,0.43,1.0,0.59,0.56,0.89,0.3,0.63,0.34,0.59,0.56
dsworkbench.csv,0.09,0.76,0.17,0.12,0.23,0.52,0.44,0.12,0.13,0.25,0.14,0.0,0.24,0.23,0.0,0.08,0.63,0.1,0.29,0.11
gabel.csv,0.42,0.36,0.28,0.45,0.36,0.4,0.24,0.88,0.48,0.39,0.43,0.0,0.0,0.23,0.11,0.4,0.79,0.34,0.22,0.15
gephex.csv,0.61,1.0,0.93,0.89,0.45,0.6,1.0,0.62,0.98,0.3,0.71,0.0,0.82,0.72,0.74,0.92,1.0,0.86,0.53,0.44
haggle.csv,0.58,0.5,0.38,0.59,0.0,0.52,0.08,0.25,0.25,0.38,0.29,0.0,0.47,0.55,0.31,0.18,0.68,0.28,0.4,0.13
icescrum.csv,0.52,0.58,0.21,0.38,0.41,0.64,0.44,0.62,0.39,0.55,0.29,0.0,0.24,0.41,0.2,0.4,0.84,0.31,0.52,0.47
javaprofiler.csv,0.82,0.76,0.69,0.82,0.77,0.8,0.88,0.88,0.68,0.77,0.86,1.0,0.47,0.61,0.34,0.57,0.84,0.79,0.98,0.6
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.55,0.06,0.79,0.41,0.59,0.56,0.2,0.5,0.37,0.25,0.43,0.0,0.65,0.62,0.66,0.48,0.53,0.48,0.55,0.21
octet.csv,0.15,0.48,0.66,0.55,0.5,0.68,0.96,0.38,0.46,0.57,0.86,0.0,0.18,0.58,0.23,0.6,0.74,0.55,0.76,0.31
openefm.csv,0.7,0.66,0.28,0.46,0.5,0.44,0.76,0.75,0.56,0.27,0.14,1.0,0.24,0.41,0.26,0.45,0.95,0.21,0.41,0.29
rcp-company-uibindings.csv,0.21,0.84,0.45,0.51,0.59,0.36,0.4,0.38,0.39,0.52,0.43,0.0,0.47,0.48,0.29,0.62,0.37,0.52,0.86,0.16
servicestack.csv,0.09,0.32,0.17,0.05,0.0,0.24,0.12,0.0,0.0,0.11,0.14,0.0,0.82,0.0,0.09,0.02,0.05,0.0,0.11,0.08
synecdoche.csv,0.76,0.72,0.62,0.18,1.0,0.68,0.4,0.75,0.51,0.77,0.29,0.0,0.41,0.68,0.66,0.5,0.79,0.72,0.49,0.35
tmva.csv,0.94,0.94,0.93,0.69,0.77,0.96,1.0,1.0,0.77,0.96,1.0,0.0,0.94,0.66,0.74,0.25,0.84,0.34,1.0,0.65
wsmt.csv,0.36,0.42,0.59,0.16,0.32,0.2,0.12,0.5,0.07,0.12,0.43,1.0,0.65,0.15,0.8,0.12,0.21,0.14,0.66,0.61
