,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.7,0.53,0.34,0.77,0.28,0.17,0.15,0.92,0.48,0.88,0.4,0.01,0.12,0.59,0.25,0.6,0.08,0.13
exl.csv,0.41,0.43,0.69,0.53,0.67,0.6,0.48,0.4,0.45,0.7,0.39,0.18,0.46,0.66,0.59,0.52,0.23,0.78
ildjit.csv,0.19,0.2,0.03,0.07,0.53,0.64,0.06,0.2,0.26,0.02,0.27,0.11,0.65,0.14,0.38,0.08,0.23,0.26
konversation.csv,0.42,0.16,0.11,0.21,0.26,0.31,0.6,0.35,0.17,0.3,0.18,0.64,0.27,0.36,0.46,0.25,0.23,0.35
ltp.csv,0.43,0.86,0.51,0.46,0.42,0.4,0.83,0.57,0.88,0.5,0.59,0.43,0.69,0.25,0.61,0.75,0.85,0.71
mcmc-jags.csv,0.48,0.42,0.69,0.84,0.51,0.12,0.54,0.87,0.56,0.2,0.31,1.0,0.58,0.25,0.72,0.31,0.54,0.81
micomt.csv,0.39,0.56,0.69,0.27,0.67,0.21,0.79,0.45,0.82,0.12,0.45,0.71,0.54,0.19,0.58,0.47,0.85,0.91
migen.csv,0.66,0.32,0.2,0.9,0.28,0.1,0.17,0.36,0.43,0.2,0.14,0.99,0.23,0.46,0.25,0.16,0.46,0.44
moviesandbox.csv,0.05,0.39,0.46,0.06,0.21,0.0,0.23,0.23,0.51,0.05,0.21,0.63,0.35,0.14,0.15,0.14,0.62,0.61
nebuladevice.csv,0.0,0.46,0.17,0.0,0.58,0.69,0.42,0.21,0.26,0.65,0.63,0.54,0.38,0.54,0.35,0.6,0.15,0.69
opengs.csv,0.11,0.28,0.51,0.79,0.42,0.14,0.38,0.39,0.35,0.38,0.34,0.68,0.19,0.31,0.49,0.23,0.15,0.45
openxava.csv,0.54,0.27,0.4,0.4,0.7,0.52,0.38,0.34,0.36,0.68,0.3,0.36,0.35,0.47,0.46,0.22,0.0,0.46
passwordsafe.csv,0.92,0.3,0.57,0.86,0.28,0.05,0.48,0.54,0.32,0.1,0.24,0.69,0.27,0.29,0.73,0.22,0.77,0.73
phonon-vlc-mplayer.csv,0.51,0.33,0.26,0.54,0.42,0.0,0.33,0.47,0.42,0.05,0.13,0.64,0.27,0.08,0.11,0.12,0.46,0.49
sepgsql.csv,0.34,0.27,0.49,0.33,0.33,0.12,0.13,0.47,0.7,0.1,0.12,0.58,0.19,0.31,0.06,0.15,0.38,0.59
tcl.csv,0.68,0.58,0.91,0.0,0.72,1.0,0.73,0.59,0.81,0.35,0.79,0.89,0.77,0.02,0.76,0.78,0.69,0.86
unflobtactical.csv,0.12,0.46,0.6,0.03,0.56,0.14,0.5,0.26,0.9,0.12,0.26,0.89,0.31,0.17,0.31,0.25,0.69,0.94
