,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.44,0.0,0.29,0.36,0.76,0.22,0.74,0.2,0.11
array4j.csv,0.0,0.21,1.0,0.41,0.04,0.19,0.65,0.1,0.2,0.09
beast-mcmc.csv,1.0,0.97,0.5,0.76,0.58,0.43,0.3,0.36,0.25,0.24
continuum-ide.csv,1.0,0.2,0.06,1.0,0.11,0.24,0.17,0.1,0.15,0.04
jam-daq.csv,1.0,0.52,0.06,0.29,0.98,0.19,0.17,0.41,0.15,0.14
l2j.csv,1.0,0.7,0.44,1.0,0.87,0.76,0.96,0.33,0.5,0.98
nodal.csv,0.0,0.27,0.56,0.24,0.42,0.33,0.91,0.21,0.55,0.08
projectfactory.csv,1.0,0.47,0.25,0.59,0.38,0.38,0.3,0.97,0.4,0.26
roolo.csv,0.0,0.41,0.5,0.12,0.29,0.24,0.3,0.36,0.9,0.24
