,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,1.01,0.62,1.01,0.82,0.76,0.24,0.81,0.61,0.84,0.9
array4j.csv,1.05,0.8,0.0,0.7,0.97,0.86,0.53,0.9,0.81,0.91
beast-mcmc.csv,0.35,0.03,0.74,0.61,0.53,0.65,0.75,0.69,0.85,0.79
continuum-ide.csv,0.21,0.81,0.96,0.03,0.89,0.8,0.87,0.92,0.88,0.96
jam-daq.csv,0.36,0.52,0.97,0.73,0.02,0.83,0.84,0.72,0.88,0.86
l2j.csv,0.44,0.77,0.67,0.9,0.73,0.52,0.86,0.73,0.76,0.02
nodal.csv,1.06,0.76,0.71,0.86,0.64,0.71,0.09,0.82,0.66,0.95
projectfactory.csv,0.32,0.56,0.79,0.66,0.69,0.65,0.71,0.03,0.71,0.82
roolo.csv,1.01,0.63,0.61,0.94,0.72,0.8,0.73,0.69,0.1,0.87
