,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.65,0.6,0.93,0.95,0.98,0.95,0.72,0.67,0.93,0.88,0.82,0.67,0.67,0.68,0.58,0.74,0.99,0.76
archive-crawler.csv,0.61,0.6,0.46,0.81,0.59,0.68,0.52,0.52,0.42,0.6,0.6,0.74,0.6,0.67,0.63,0.69,0.59,0.86
customwars.csv,0.73,0.76,0.69,0.8,0.98,0.8,0.87,0.71,0.7,0.95,0.94,0.79,0.61,0.8,0.57,0.8,0.57,0.73
gbif-providertoolkit.csv,0.79,0.93,0.69,0.93,0.84,0.9,0.84,0.94,0.66,0.94,0.5,0.89,0.78,0.8,0.76,0.83,0.99,0.86
gss.csv,0.46,0.41,0.34,0.34,0.54,0.33,0.44,0.41,0.44,0.46,0.32,0.33,0.54,0.33,0.43,0.47,0.35,0.4
heekscad.csv,0.44,0.43,0.38,0.37,0.47,0.45,0.46,0.52,0.41,0.44,0.37,0.43,0.37,0.43,0.45,0.4,0.38,0.52
ikvm.csv,0.87,0.95,0.59,0.43,0.75,0.43,0.89,0.88,0.68,0.88,0.51,0.58,0.86,0.59,0.95,0.8,0.96,0.64
jaxen.csv,0.59,0.95,0.7,0.93,0.95,0.62,0.81,0.87,0.75,0.86,0.62,0.55,0.8,0.61,0.94,0.84,0.99,0.48
jcae.csv,0.6,0.89,0.58,0.88,0.96,0.75,0.81,0.8,0.88,0.91,0.8,0.61,0.8,0.86,0.69,0.75,0.9,0.8
levent.csv,0.58,0.49,0.48,0.45,0.62,0.42,0.5,0.49,0.43,0.59,0.4,0.44,0.53,0.43,0.48,0.6,0.41,0.54
nicepress.csv,0.86,0.68,0.58,0.67,0.75,0.59,0.79,0.67,0.92,0.6,0.94,0.71,0.83,0.83,0.68,0.86,0.97,0.67
pnotepad.csv,0.44,0.36,0.34,0.3,0.43,0.34,0.44,0.38,0.38,0.41,0.32,0.34,0.43,0.3,0.41,0.4,0.35,0.36
qcad2.csv,0.79,0.6,0.75,0.92,0.91,0.48,0.59,0.47,0.89,0.74,0.61,0.47,0.66,0.73,0.61,0.64,0.46,0.39
qedo.csv,0.83,0.8,0.89,0.91,0.97,0.86,0.75,0.0,0.68,0.94,0.88,0.89,0.0,0.83,0.5,0.92,0.95,0.83
quarkplusplus.csv,0.73,0.72,0.6,0.39,0.61,0.92,0.51,0.73,0.54,0.67,0.65,0.67,0.67,0.53,0.53,0.55,0.52,0.59
sigil.csv,0.62,0.66,0.67,0.8,0.78,0.54,0.44,0.49,0.68,0.53,0.46,0.68,0.45,0.71,0.47,0.76,0.97,0.83
xcsoar.csv,0.38,0.5,0.36,0.44,0.61,0.42,0.4,0.56,0.44,0.43,0.46,0.35,0.47,0.46,0.42,0.5,0.38,0.61
xuggle.csv,0.43,0.45,0.69,0.65,0.97,0.91,0.56,0.61,0.8,0.55,0.69,0.53,0.58,0.54,0.43,0.57,0.57,0.47
