,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.52,0.57,0.27,0.13,0.32,0.54,0.42,0.05,0.44,0.29,0.45,0.46,0.65,0.92,0.65,0.43,0.11,0.37
archive-crawler.csv,0.6,0.4,0.61,0.26,0.57,0.46,0.48,0.17,0.17,0.48,0.44,1.0,0.43,0.52,0.44,0.48,0.77,0.12
customwars.csv,0.39,0.39,0.54,0.13,0.24,0.32,0.27,0.33,0.23,0.29,0.9,0.29,0.37,0.23,0.49,0.29,0.68,0.31
gbif-providertoolkit.csv,0.33,0.25,0.36,0.38,0.57,0.75,0.37,0.33,0.23,0.22,0.56,0.16,0.2,0.38,0.38,0.29,0.11,0.2
gss.csv,0.6,0.71,0.61,0.71,0.61,0.64,0.68,0.48,0.66,0.68,0.65,0.62,0.54,0.47,0.7,0.65,0.53,1.0
heekscad.csv,1.0,0.61,0.57,0.68,0.75,0.72,0.68,0.47,0.7,0.61,0.56,0.69,0.5,0.59,0.67,0.75,0.34,0.64
ikvm.csv,0.34,0.29,1.0,0.54,0.32,0.45,0.31,0.28,0.44,0.4,0.54,0.39,0.1,0.33,0.2,0.42,0.11,0.48
jaxen.csv,0.58,0.27,0.31,0.38,0.32,0.33,0.39,0.28,0.83,0.37,0.5,0.58,0.05,0.32,0.16,0.37,0.58,0.59
jcae.csv,0.35,0.19,0.41,0.91,0.38,0.25,0.27,0.12,0.45,0.2,0.33,0.26,0.25,0.28,0.29,0.2,0.06,0.2
levent.csv,0.52,0.6,0.5,0.72,0.66,0.7,0.6,0.98,0.38,0.58,0.6,0.5,0.64,0.72,0.7,0.49,0.35,0.62
nicepress.csv,0.35,0.44,0.36,0.48,0.44,0.54,0.29,0.45,0.45,0.98,0.28,0.3,0.1,0.12,0.36,0.18,0.17,0.37
pnotepad.csv,0.56,0.64,0.35,0.21,0.74,0.52,0.7,0.68,0.43,0.59,0.17,0.48,0.56,0.13,0.71,0.98,0.56,0.44
qcad2.csv,0.36,0.58,0.17,0.38,0.28,0.59,0.93,0.6,0.24,0.35,0.45,0.58,0.52,0.43,0.5,0.45,0.39,0.76
qedo.csv,0.06,0.05,0.21,0.13,0.11,0.0,0.0,0.0,0.0,0.07,0.0,0.11,0.0,0.23,0.0,0.25,1.0,0.16
quarkplusplus.csv,0.44,0.39,0.42,0.73,0.58,0.25,0.62,0.19,0.62,0.44,0.61,0.43,0.96,0.51,0.54,0.47,0.11,0.44
sigil.csv,0.47,0.42,0.26,0.6,0.42,0.47,0.73,0.59,0.42,0.56,0.56,0.43,0.5,0.47,0.99,0.33,0.11,0.31
xcsoar.csv,0.68,0.96,0.57,0.66,0.5,0.57,0.66,0.36,0.77,0.52,0.56,0.62,0.37,0.53,0.63,0.5,0.34,0.44
xuggle.csv,0.64,0.59,0.36,0.0,0.83,0.17,0.38,0.51,0.24,0.58,0.39,0.57,0.23,0.61,0.6,0.41,0.43,0.63
