,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.59,0.57,0.28,0.06,0.24,0.4,0.41,0.08,0.12,0.3,0.28,0.38,0.6,0.95,0.69,0.54,0.03,0.43
archive-crawler.csv,0.65,0.37,0.56,0.13,0.2,0.27,0.48,0.72,0.09,0.4,0.25,1.0,0.41,0.56,0.51,0.59,0.28,0.16
customwars.csv,0.45,0.45,0.58,0.14,0.21,0.18,0.25,0.4,0.07,0.31,0.88,0.23,0.38,0.31,0.53,0.38,0.25,0.36
gbif-providertoolkit.csv,0.4,0.34,0.4,0.26,0.29,0.83,0.37,0.42,0.05,0.26,0.33,0.19,0.24,0.45,0.47,0.4,0.03,0.27
gss.csv,0.73,0.66,0.55,0.25,0.28,0.32,0.54,0.56,0.13,0.58,0.3,0.48,0.5,0.5,0.72,0.76,0.14,1.0
heekscad.csv,1.0,0.59,0.54,0.23,0.33,0.39,0.54,0.55,0.15,0.51,0.26,0.52,0.51,0.53,0.71,0.84,0.09,0.69
ikvm.csv,0.39,0.36,1.0,0.18,0.15,0.24,0.31,0.37,0.17,0.38,0.26,0.34,0.13,0.32,0.25,0.53,0.08,0.59
jaxen.csv,0.63,0.35,0.37,0.26,0.21,0.2,0.4,0.38,0.89,0.37,0.28,0.46,0.07,0.31,0.2,0.48,0.24,0.64
jcae.csv,0.45,0.28,0.47,0.94,0.41,0.33,0.34,0.19,0.31,0.26,0.27,0.24,0.34,0.36,0.4,0.29,0.06,0.29
levent.csv,0.59,0.58,0.45,0.27,0.28,0.37,0.49,0.98,0.1,0.46,0.29,0.36,0.63,0.64,0.76,0.6,0.1,0.67
nicepress.csv,0.43,0.52,0.41,0.24,0.3,0.39,0.32,0.53,0.24,0.99,0.23,0.26,0.13,0.15,0.45,0.25,0.11,0.44
pnotepad.csv,0.78,0.65,0.58,0.19,0.28,0.32,0.56,0.75,0.12,0.56,0.24,0.48,0.52,0.53,0.79,0.99,0.15,0.69
qcad2.csv,0.45,0.56,0.23,0.29,0.21,0.3,0.94,0.72,0.09,0.31,0.31,0.42,0.52,0.5,0.58,0.58,0.12,0.79
qedo.csv,0.1,0.07,0.26,0.1,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.3,0.0,0.33,1.0,0.22
quarkplusplus.csv,0.51,0.43,0.38,0.25,0.2,0.23,0.5,0.27,0.12,0.36,0.37,0.38,0.96,0.5,0.62,0.64,0.03,0.51
sigil.csv,0.55,0.45,0.23,0.34,0.28,0.3,0.61,0.67,0.09,0.53,0.26,0.4,0.5,0.47,0.99,0.43,0.07,0.38
xcsoar.csv,0.73,0.96,0.55,0.27,0.29,0.31,0.54,0.45,0.22,0.46,0.26,0.48,0.41,0.49,0.67,0.61,0.09,0.5
xuggle.csv,0.71,0.59,0.4,0.0,0.87,0.16,0.4,0.6,0.2,0.49,0.23,0.41,0.5,0.55,0.67,0.65,0.12,0.68
