,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.77,0.6,0.36,0.05,0.2,0.33,0.46,0.67,0.07,0.36,0.21,0.33,0.49,1.0,0.7,0.83,0.02,0.59
archive-crawler.csv,0.72,0.34,0.46,0.1,0.12,0.19,0.33,0.65,0.05,0.34,0.18,1.0,0.34,0.67,0.5,0.85,0.17,0.43
customwars.csv,0.58,0.66,0.69,0.2,0.22,0.13,0.28,0.67,0.04,0.41,0.88,0.21,0.44,0.8,0.6,0.8,0.16,0.53
gbif-providertoolkit.csv,0.67,0.86,0.54,0.21,0.2,1.0,0.42,0.82,0.03,0.39,0.24,0.33,0.44,0.7,0.81,1.0,0.02,0.71
gss.csv,0.65,0.56,0.48,0.14,0.19,0.2,0.42,0.65,0.07,0.42,0.18,0.33,0.46,0.38,0.7,0.89,0.08,1.0
heekscad.csv,1.0,0.57,0.43,0.14,0.21,0.26,0.43,0.78,0.08,0.44,0.16,0.4,0.58,0.46,0.74,0.92,0.05,0.76
ikvm.csv,0.52,0.67,1.0,0.11,0.11,0.16,0.35,0.75,0.11,0.41,0.18,0.33,0.29,0.35,0.45,0.9,0.07,0.93
jaxen.csv,0.67,0.68,0.6,0.21,0.17,0.15,0.46,0.8,1.0,0.41,0.2,0.39,0.2,0.33,0.41,0.84,0.15,0.74
jcae.csv,0.92,1.0,0.67,1.0,0.54,0.75,0.69,1.0,0.25,0.55,0.25,0.28,1.0,0.71,1.0,1.0,0.1,1.0
levent.csv,0.77,0.58,0.39,0.17,0.18,0.24,0.36,0.98,0.05,0.37,0.18,0.28,0.49,0.51,0.67,0.88,0.06,0.75
nicepress.csv,0.69,0.79,0.58,0.17,0.25,0.32,0.43,0.74,0.17,1.0,0.22,0.25,0.33,0.33,0.84,1.0,0.09,0.67
pnotepad.csv,0.66,0.5,0.43,0.11,0.16,0.19,0.41,0.77,0.07,0.4,0.14,0.32,0.43,0.38,0.68,1.0,0.09,0.6
qcad2.csv,0.74,0.55,0.75,0.25,0.19,0.2,0.96,0.71,0.06,0.31,0.25,0.33,0.41,0.73,0.77,0.79,0.07,0.72
qedo.csv,0.67,0.4,0.44,0.09,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.22,0.0,0.67,0.0,0.83,1.0,0.67
quarkplusplus.csv,0.7,0.59,0.36,0.15,0.12,0.25,0.4,0.73,0.07,0.3,0.27,0.38,0.96,0.53,0.81,0.79,0.02,0.71
sigil.csv,0.82,0.55,0.24,0.25,0.22,0.23,0.51,0.8,0.05,0.53,0.17,0.41,0.55,0.53,0.98,0.82,0.05,0.67
xcsoar.csv,0.79,0.98,0.55,0.17,0.21,0.21,0.46,0.83,0.12,0.43,0.17,0.33,0.53,0.46,0.74,0.92,0.05,0.67
xuggle.csv,0.84,0.6,0.54,0.0,0.95,0.18,0.5,0.66,0.2,0.43,0.17,0.31,0.38,0.5,0.83,0.77,0.07,0.66
