,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.57,0.54,0.83,0.93,0.73,0.54,0.66,0.96,0.68,0.79,0.65,0.67,0.66,0.1,0.52,0.72,0.99,0.75
archive-crawler.csv,0.56,0.86,0.69,0.81,0.69,0.68,0.84,0.97,0.98,0.71,0.68,0.0,0.88,0.55,0.87,0.67,0.41,0.92
customwars.csv,0.77,0.68,0.53,0.89,0.81,0.81,0.82,0.78,0.84,0.77,0.12,0.85,0.74,0.81,0.69,0.81,0.46,0.81
gbif-providertoolkit.csv,0.75,0.79,0.71,0.68,0.53,0.29,0.7,0.73,0.88,0.82,0.56,0.88,0.85,0.67,0.68,0.75,0.99,0.84
gss.csv,0.74,0.54,0.62,0.62,0.52,0.68,0.56,0.76,0.65,0.68,0.68,0.71,0.66,0.85,0.52,0.52,0.75,0.0
heekscad.csv,0.0,0.54,0.75,0.6,0.43,0.51,0.56,0.63,0.68,0.56,0.76,0.52,0.6,0.63,0.46,0.38,0.85,0.47
ikvm.csv,0.83,0.76,0.0,0.68,0.78,0.74,0.77,0.77,0.63,0.7,0.65,0.71,0.93,0.8,0.88,0.66,0.92,0.57
jaxen.csv,0.63,0.77,0.74,0.68,0.74,0.79,0.68,0.77,0.2,0.71,0.63,0.57,0.97,0.82,0.91,0.73,0.53,0.53
jcae.csv,0.7,0.84,0.65,0.11,0.67,0.79,0.77,0.9,0.6,0.84,0.72,0.82,0.79,0.76,0.75,0.83,0.96,0.83
levent.csv,0.57,0.53,0.78,0.5,0.51,0.55,0.73,0.05,0.9,0.68,0.75,0.74,0.7,0.58,0.63,0.62,0.82,0.5
nicepress.csv,0.73,0.61,0.7,0.61,0.63,0.55,0.77,0.67,0.61,0.03,0.78,0.81,0.93,0.91,0.7,0.85,0.87,0.71
pnotepad.csv,0.79,0.72,0.9,0.95,0.57,0.81,0.63,0.55,0.87,0.77,0.97,0.84,0.74,0.98,0.65,0.02,0.74,0.87
qcad2.csv,0.7,0.56,0.86,0.68,0.77,0.66,0.09,0.7,0.83,0.78,0.63,0.66,0.8,0.63,0.57,0.81,0.77,0.52
qedo.csv,0.95,0.97,0.83,0.9,0.92,1.01,1.0,1.0,1.13,0.97,1.0,0.92,1.0,0.81,1.0,0.82,0.0,0.87
quarkplusplus.csv,0.66,0.69,0.8,0.59,0.73,0.8,0.59,0.85,0.7,0.78,0.5,0.67,0.05,0.6,0.53,0.84,0.99,0.65
sigil.csv,0.6,0.67,0.94,0.48,0.65,0.64,0.43,0.53,0.74,0.53,0.66,0.65,0.61,0.63,0.03,0.77,0.92,0.76
xcsoar.csv,0.44,0.06,0.56,0.51,0.58,0.62,0.51,0.71,0.4,0.61,0.66,0.71,0.7,0.64,0.49,0.58,0.85,0.67
xuggle.csv,0.43,0.52,0.71,1.07,0.2,0.87,0.69,0.76,0.8,0.58,0.72,0.69,0.97,0.58,0.47,0.91,0.89,0.63
