,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.48,0.55,0.23,0.11,0.28,0.5,0.38,0.04,0.4,0.25,0.41,0.43,0.79,0.9,0.67,0.4,0.09,0.33
archive-crawler.csv,0.6,0.41,0.73,0.22,0.63,0.43,0.83,0.82,0.8,0.47,0.41,1.0,0.5,0.48,0.52,0.46,0.82,0.1
customwars.csv,0.36,0.34,0.5,0.11,0.2,0.29,0.23,0.29,0.2,0.25,0.88,0.26,0.33,0.19,0.48,0.25,0.68,0.27
gbif-providertoolkit.csv,0.29,0.21,0.32,0.33,0.54,0.71,0.33,0.29,0.2,0.19,0.53,0.13,0.17,0.33,0.33,0.25,0.09,0.17
gss.csv,0.83,0.8,0.64,0.89,0.59,0.79,0.75,0.49,0.8,0.94,0.82,0.83,0.54,0.71,0.75,0.67,0.59,1.0
heekscad.csv,1.0,0.61,0.73,0.78,0.8,0.79,0.73,0.43,1.0,0.61,0.76,0.74,0.46,0.62,0.67,0.77,0.32,0.63
ikvm.csv,0.31,0.25,1.0,0.56,0.28,0.43,0.27,0.24,0.4,0.36,0.53,0.35,0.08,0.29,0.17,0.38,0.09,0.43
jaxen.csv,0.6,0.23,0.27,0.33,0.28,0.29,0.35,0.24,0.8,0.33,0.47,0.57,0.04,0.29,0.13,0.33,0.55,0.57
jcae.csv,0.3,0.16,0.36,0.89,0.33,0.21,0.23,0.1,0.4,0.17,0.29,0.22,0.21,0.24,0.25,0.17,0.05,0.17
levent.csv,0.48,0.59,0.55,0.78,0.67,0.79,0.79,0.98,0.8,0.64,0.88,0.52,0.88,0.86,0.88,0.46,0.32,0.6
nicepress.csv,0.31,0.39,0.32,0.44,0.39,0.5,0.25,0.41,0.4,0.97,0.24,0.26,0.08,0.1,0.31,0.15,0.14,0.33
pnotepad.csv,0.95,0.93,0.91,1.0,0.89,0.93,0.88,0.73,1.0,0.97,0.88,0.96,0.67,0.86,0.96,0.98,0.68,0.83
qcad2.csv,0.32,0.57,0.14,0.33,0.24,0.64,0.92,0.73,0.2,0.31,0.41,0.61,0.71,0.38,0.46,0.46,0.36,0.87
qedo.csv,0.05,0.04,0.18,0.11,0.09,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.19,0.0,0.21,1.0,0.13
quarkplusplus.csv,0.4,0.34,0.41,0.89,0.7,0.21,0.65,0.16,0.8,0.44,0.59,0.39,0.96,0.48,0.5,0.54,0.09,0.4
sigil.csv,0.42,0.38,0.23,0.56,0.37,0.43,0.75,0.57,0.4,0.53,0.59,0.39,0.46,0.43,1.0,0.29,0.09,0.27
xcsoar.csv,0.68,0.95,0.55,0.67,0.46,0.57,0.67,0.31,0.8,0.5,0.59,0.83,0.33,0.52,0.62,0.46,0.32,0.4
xuggle.csv,0.61,0.57,0.32,0.0,0.8,0.14,0.33,0.55,0.2,0.58,0.35,0.61,0.75,0.62,0.56,0.56,0.64,0.7
