,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.4,0.58,0.5,0.37,0.69,0.37,0.34,0.42,0.37,0.58,0.44,0.75,0.4,0.78,0.36,0.28
chipster.csv,0.91,0.72,0.55,0.43,0.58,0.45,0.56,0.58,0.44,0.47,0.62,0.92,0.59,0.86,0.58,0.41
delphilhlplib.csv,0.4,0.48,0.57,0.42,0.67,0.62,0.57,0.61,0.57,0.58,0.56,0.45,0.43,0.51,0.47,0.34
emite.csv,0.42,0.49,0.44,0.45,0.52,0.47,0.42,0.59,0.4,0.39,0.5,0.57,0.63,0.74,0.46,0.38
hydrate.csv,0.9,0.88,0.94,0.61,0.72,0.57,0.4,0.82,0.51,0.89,0.75,0.5,0.96,0.75,0.39,0.5
ivataopenportal.csv,0.78,0.49,0.4,0.42,0.55,0.35,0.32,0.41,0.4,0.42,0.55,0.4,0.56,0.4,0.38,0.34
jppf-project.csv,0.37,0.44,0.44,0.45,0.51,0.34,0.35,0.45,0.45,0.46,0.48,0.44,0.66,0.53,0.37,0.28
kolmafia.csv,0.44,0.46,0.47,0.41,0.41,0.33,0.42,0.41,0.41,0.38,0.36,0.79,0.69,0.43,0.38,0.32
l2j.csv,0.35,0.44,0.4,0.4,0.49,0.37,0.33,0.39,0.44,0.37,0.5,0.47,0.45,0.42,0.38,0.34
mb-unit.csv,0.47,0.45,0.44,0.64,0.42,0.38,0.44,0.4,0.44,0.72,0.45,0.85,0.45,0.47,0.41,0.31
opde.csv,0.69,0.62,0.52,0.55,0.86,0.43,0.49,0.51,0.37,0.38,0.39,0.67,0.56,0.63,0.37,0.36
pamguard.csv,0.81,0.52,0.48,0.43,0.56,0.45,0.44,0.46,0.48,0.35,0.49,0.54,0.53,0.46,0.49,0.31
quark.csv,0.5,0.97,0.93,0.83,0.75,0.0,0.0,0.8,0.8,0.92,0.67,0.67,0.88,0.88,0.67,0.0
stajistics.csv,0.9,0.76,0.66,0.56,0.66,0.45,0.43,0.46,0.47,0.57,0.62,0.83,0.62,0.59,0.4,0.64
tigermud.csv,0.7,0.65,0.55,0.5,0.46,0.41,0.45,0.6,0.44,0.82,0.5,0.63,0.52,0.71,0.39,0.66
