,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.87,0.7,0.57,0.96,0.79,0.84,0.88,0.03,0.95,0.75,1.0,0.73,0.95,0.82,0.95,0.98
chipster.csv,0.81,0.76,0.02,0.97,0.66,0.69,0.7,0.7,0.55,0.63,0.87,0.86,0.75,0.9,0.67,0.55
delphilhlplib.csv,0.85,0.8,0.76,0.02,0.65,0.58,0.89,0.61,0.77,0.79,0.9,0.81,0.82,0.78,1.0,0.73
emite.csv,0.84,0.57,0.68,0.58,0.77,0.61,0.67,0.64,0.72,0.83,0.81,0.03,0.74,0.59,0.58,1.2
hydrate.csv,0.77,0.84,0.87,0.74,0.81,0.78,0.79,0.83,0.63,0.94,0.92,0.94,0.86,0.9,0.0,0.36
ivataopenportal.csv,0.71,0.68,0.78,0.51,0.07,0.67,0.64,0.66,0.68,0.76,0.68,0.76,0.6,0.43,0.68,1.23
jppf-project.csv,1.0,0.92,0.86,0.42,0.76,0.97,0.0,0.72,0.59,0.66,0.54,0.77,0.6,0.84,1.0,0.99
kolmafia.csv,0.87,0.66,0.54,0.57,0.62,0.66,0.38,0.62,0.02,0.59,0.68,0.79,0.83,0.45,0.53,0.73
l2j.csv,0.91,0.69,0.75,0.9,0.72,0.58,0.89,0.82,0.57,0.71,0.65,0.59,0.02,0.6,0.84,0.7
mb-unit.csv,0.68,0.05,0.63,0.76,0.81,0.71,0.6,0.63,0.83,0.82,0.81,0.86,0.56,0.52,0.68,1.3
opde.csv,0.06,0.63,0.71,0.89,0.85,0.67,0.73,0.64,0.72,0.79,0.79,0.68,0.76,0.68,0.7,0.69
pamguard.csv,0.62,0.7,0.66,0.73,0.75,0.02,0.49,0.71,0.59,0.9,0.92,0.76,0.8,0.6,0.8,1.3
quark.csv,1.0,0.96,0.9,0.91,0.97,1.0,1.01,0.99,0.92,0.08,0.91,0.97,0.96,0.97,0.91,1.0
stajistics.csv,0.81,0.79,0.73,0.56,0.76,0.85,0.8,0.7,0.58,0.86,0.74,0.8,0.71,0.1,0.54,1.04
tigermud.csv,0.79,0.64,0.67,0.91,0.77,0.87,1.08,0.74,0.65,0.78,0.17,0.75,0.64,0.73,0.73,0.39
