,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.36,0.43,0.76,0.24,0.0,0.0
columba.csv,0.65,0.11,0.6,0.78,0.61,0.65
emftriple.csv,0.12,0.91,0.11,0.07,0.32,0.19
fluent-nhibernate.csv,0.75,0.0,0.53,0.91,0.39,0.38
gpsmid.csv,0.79,0.49,0.57,0.8,0.69,0.69
xamj.csv,0.69,0.5,0.5,0.37,0.68,0.32
