,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.78,0.65,0.39,0.43,0.0,0.0
columba.csv,0.37,0.41,0.37,0.39,0.41,0.46
emftriple.csv,0.9,0.96,0.88,0.98,0.73,0.97
fluent-nhibernate.csv,0.41,0.52,0.39,0.62,0.6,0.8
gpsmid.csv,0.36,0.5,0.33,0.49,0.42,0.43
xamj.csv,0.35,0.46,0.33,0.63,0.51,0.39
