,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.41,0.64,0.62,0.59,0.6,0.37,0.34,0.96,0.59
exordium.csv,0.79,0.63,0.71,0.57,0.63,0.53,0.31,0.13,0.53
flexpay.csv,0.58,0.28,0.42,0.55,0.51,0.56,0.18,0.19,0.28
mptvseries.csv,0.56,0.65,0.55,0.6,0.37,0.17,0.18,0.02,0.35
openmsx.csv,0.09,0.47,0.36,0.52,0.54,0.57,0.35,0.44,0.19
qtractor.csv,0.87,0.64,0.69,0.72,0.48,0.35,0.31,0.09,0.26
synergyspace.csv,0.49,0.45,0.21,0.33,0.55,0.18,0.69,0.11,0.33
tango-cs.csv,0.41,0.48,0.64,0.61,0.63,0.53,0.54,0.24,0.58
toped.csv,0.54,0.63,0.82,0.55,0.36,0.51,0.46,0.46,0.49
