,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.04,0.11,0.11,0.02,0.04
k3b.csv,0.89,1.0,0.82,0.95,0.29
myfaces.csv,0.07,0.77,0.02,0.19,0.25
robocode.csv,0.29,0.84,0.52,0.43,0.38
zildo.csv,0.11,0.23,0.25,0.23,0.12
