,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.93,0.87,0.65,0.58,0.85,0.79,0.17,0.99,0.87,0.91,0.97,0.94,0.86,0.93,1.04,0.85,0.6
amygdala.csv,0.6,0.59,0.69,0.62,0.74,0.96,1.01,0.86,0.83,0.43,0.77,0.81,0.66,0.84,1.35,0.79,0.68
chrysalis.csv,0.6,0.73,0.69,1.0,0.84,1.2,0.84,0.29,0.76,0.74,0.47,0.86,0.81,0.28,0.24,0.62,0.96
cme.csv,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0,1.01,1.0,0.88,1.0,0.98,0.92,0.02
hydrate.csv,0.87,0.86,0.63,1.0,0.69,0.99,0.84,0.26,0.73,0.87,0.68,0.65,0.7,0.82,1.04,0.48,0.44
ivef-sdk.csv,0.78,0.58,0.66,0.75,0.76,0.0,1.04,0.95,0.81,0.6,1.0,1.09,0.81,0.88,1.05,0.97,0.76
jmri.csv,0.61,0.75,0.51,0.93,0.96,0.43,0.75,0.42,0.65,0.76,0.57,0.78,0.86,0.96,1.01,0.77,0.9
jython.csv,0.87,0.76,0.64,0.9,0.91,0.93,0.97,0.2,0.68,0.83,0.79,0.62,0.8,0.67,1.0,0.79,0.96
kdenlive.csv,0.49,0.73,0.6,0.97,0.65,0.83,0.79,0.99,0.76,0.85,0.8,0.79,0.63,0.39,1.06,0.64,0.69
opentibia.csv,0.53,0.36,0.62,0.79,0.66,1.0,0.72,0.74,0.9,0.82,0.7,0.72,0.84,0.8,0.5,0.77,1.03
projectfactory.csv,0.99,0.98,0.72,1.0,0.84,0.94,0.88,0.18,0.5,0.9,0.79,0.8,0.89,0.96,1.22,0.64,0.38
runuomondains.csv,0.53,0.61,0.69,1.01,0.8,1.24,0.85,0.34,0.98,0.78,0.29,0.53,0.96,0.65,0.17,0.77,0.88
somap.csv,0.95,0.92,0.81,0.85,0.85,1.12,0.81,1.0,0.85,0.94,0.94,0.17,1.0,0.85,0.24,1.0,0.83
taverna.csv,0.67,0.7,0.76,0.91,0.38,1.05,0.55,1.01,0.66,0.77,0.69,0.61,0.92,0.75,0.76,0.73,1.02
tigermud.csv,0.87,0.88,0.93,1.03,0.63,0.59,0.93,0.55,0.86,0.92,0.58,0.5,0.47,0.56,0.48,0.85,1.03
x-ray-mule.csv,0.89,0.86,0.86,0.22,0.71,1.0,0.99,0.95,0.83,0.7,1.0,0.65,0.81,0.89,1.27,0.97,0.64
