,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.74,0.0,0.79,0.6
n2cms.csv,0.02,0.87,0.78,0.68
nassp.csv,0.82,0.59,0.78,0.04
nug.csv,0.72,0.86,0.24,0.56
