,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.85,0.86,0.73,0.67
n2cms.csv,0.62,0.92,0.89,0.62
nassp.csv,0.95,0.79,0.9,0.64
nug.csv,0.63,0.79,0.92,0.62
