,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.31,1.0,0.28,0.47
n2cms.csv,0.98,0.17,0.28,0.45
nassp.csv,0.23,0.48,0.28,0.99
nug.csv,0.46,0.24,0.8,0.59
