,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.65,1.0,0.36,0.42
n2cms.csv,1.0,0.17,0.44,0.24
nassp.csv,0.47,0.43,0.4,0.86
nug.csv,0.39,0.12,1.0,0.29
