,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.89,0.92,0.56,0.07,0.92,1.0,0.96,0.94,0.78
flylegacy.csv,0.75,0.77,0.05,0.7,0.72,0.73,0.72,0.69,0.52
ftm.csv,0.74,0.79,0.71,0.58,0.7,0.76,0.46,0.59,0.13
jguard.csv,0.64,0.92,0.67,0.71,0.69,0.07,0.69,0.82,0.68
m-a-d-n-e-s-s.csv,0.61,0.85,0.52,0.69,0.7,0.91,0.04,0.7,0.6
mob-sen-plat.csv,0.82,0.0,0.91,0.78,0.9,0.63,0.82,0.64,0.76
raygina.csv,0.0,0.97,0.73,0.56,0.67,0.91,0.42,0.61,0.65
upp-mirror.csv,0.64,0.87,0.54,0.67,0.03,0.98,0.57,0.76,0.73
yarp.csv,0.86,0.82,0.74,0.84,0.86,0.83,0.65,0.04,0.75
