,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,1.0,6.0,1.0,0.0,9.0,85.0,4.0,0.0,5.0
flylegacy.csv,6.0,5.0,0.0,1.0,1.0,4.0,7.0,0.0,1.0
ftm.csv,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
jguard.csv,0.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0
m-a-d-n-e-s-s.csv,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
mob-sen-plat.csv,0.0,0.0,2.0,6.0,1.0,5.0,11.0,1.0,0.0
raygina.csv,0.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0
upp-mirror.csv,4.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0
yarp.csv,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,6.0
