,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.12,0.79,0.51,0.93,0.11,0.0,0.04,0.16,0.66
flylegacy.csv,0.56,0.82,1.0,0.9,0.84,0.33,0.32,0.72,0.56
ftm.csv,0.28,0.21,0.37,0.5,0.33,0.4,0.72,0.44,0.87
jguard.csv,0.68,0.55,0.68,0.8,0.45,0.93,0.88,0.24,0.75
m-a-d-n-e-s-s.csv,0.48,0.15,0.63,0.34,0.34,0.1,0.96,0.36,0.7
mob-sen-plat.csv,0.36,1.0,0.4,0.27,0.16,0.53,0.24,0.44,0.38
raygina.csv,1.0,0.03,0.63,0.71,0.39,0.23,0.64,0.56,0.67
upp-mirror.csv,0.4,0.15,0.51,0.36,0.97,0.03,0.44,0.4,0.48
yarp.csv,0.16,0.18,0.33,0.17,0.16,0.2,0.4,0.96,0.33
