,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.89,0.41,0.55,0.98,0.94,0.0,0.8,0.95,0.54
flylegacy.csv,0.47,0.4,0.38,0.41,0.41,0.62,0.64,0.6,0.51
ftm.csv,0.67,0.88,0.53,0.54,0.76,0.47,0.4,0.56,0.6
jguard.csv,0.49,0.5,0.43,0.43,0.57,0.71,0.41,0.61,0.37
m-a-d-n-e-s-s.csv,0.5,0.83,0.38,0.74,0.72,0.89,0.62,0.6,0.49
mob-sen-plat.csv,0.65,0.36,0.68,0.8,0.96,0.6,0.92,0.65,0.63
raygina.csv,0.56,0.5,0.44,0.46,0.53,0.59,0.62,0.53,0.59
upp-mirror.csv,0.63,0.89,0.46,0.83,0.47,0.89,0.82,0.79,0.6
yarp.csv,0.92,0.86,0.57,0.99,0.94,0.89,0.8,0.67,0.8
