,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.14,0.33,0.54,0.94,0.13,0.0,0.05,0.19,0.53
flylegacy.csv,0.52,0.56,0.99,0.65,0.61,0.37,0.36,0.61,0.59
ftm.csv,0.32,0.25,0.41,0.53,0.37,0.42,0.7,0.48,0.89
jguard.csv,0.61,0.41,0.6,0.62,0.47,0.94,0.65,0.28,0.62
m-a-d-n-e-s-s.csv,0.51,0.18,0.63,0.38,0.38,0.12,0.97,0.4,0.64
mob-sen-plat.csv,0.38,1.0,0.38,0.31,0.19,0.54,0.28,0.47,0.41
raygina.csv,1.0,0.04,0.55,0.66,0.43,0.26,0.66,0.56,0.61
upp-mirror.csv,0.44,0.18,0.55,0.4,0.98,0.04,0.49,0.42,0.48
yarp.csv,0.19,0.21,0.37,0.2,0.19,0.24,0.44,0.97,0.37
