,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.18,0.68,0.63,0.96,0.18,0.0,0.07,0.18,0.53
flylegacy.csv,0.43,0.72,0.99,0.31,0.73,0.36,0.34,0.54,0.6
ftm.csv,0.35,0.34,0.49,0.31,0.45,0.35,0.55,0.51,0.93
jguard.csv,0.52,0.54,0.72,0.29,0.53,0.97,0.5,0.28,0.61
m-a-d-n-e-s-s.csv,0.47,0.26,0.72,0.28,0.46,0.15,0.98,0.4,0.61
mob-sen-plat.csv,0.32,1.0,0.49,0.19,0.23,0.46,0.24,0.46,0.4
raygina.csv,1.0,0.06,0.68,0.33,0.5,0.22,0.59,0.51,0.58
upp-mirror.csv,0.45,0.24,0.64,0.3,0.98,0.05,0.52,0.38,0.46
yarp.csv,0.22,0.3,0.46,0.17,0.25,0.25,0.4,0.98,0.38
