,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,99.0,97.5,258.5,98.5,0.0,195.5,0.0,1099.0,130.5,568.5,94.5,96.5,607.5,484.5,97.5,92.5,197.5,610.0,194.0,285.5
aubit4gl.csv,170.0,84.5,228.5,180.0,96.5,194.5,29.5,1156.0,83.5,744.5,513.0,86.5,0.0,376.0,97.5,70.5,98.5,93.0,191.0,94.5
bionote.csv,99.0,97.5,269.5,98.5,96.5,195.5,940.5,453.5,16.5,88.5,94.5,96.5,0.0,85.5,0.0,286.5,197.5,1426.5,94.5,262.5
bullet.csv,99.0,97.5,652.5,98.5,196.5,195.5,197.0,1291.5,600.5,570.0,98.5,98.5,803.5,383.0,97.5,1259.5,264.0,3543.5,291.5,197.5
customwars.csv,99.0,97.5,633.5,98.5,196.5,98.5,197.0,897.5,734.5,954.0,94.5,98.5,0.0,284.5,89.5,729.5,2385.5,2682.0,194.0,175.0
findbugs.csv,99.0,97.5,377.0,98.5,97.5,195.5,352.5,1302.5,176.5,184.0,94.5,98.5,691.0,576.0,97.5,92.5,197.5,1279.5,291.5,292.0
frogatto.csv,99.0,97.5,753.5,98.5,196.5,197.5,296.0,1375.0,443.5,1381.0,98.5,98.5,169.0,580.0,97.5,380.0,197.5,3705.0,291.5,197.5
grisbi.csv,99.0,97.5,750.5,98.5,97.5,197.5,197.0,1483.5,787.5,868.0,98.5,98.5,1488.5,580.0,97.5,1338.0,197.5,5393.0,291.5,197.5
lsb.csv,99.0,97.5,751.5,98.5,196.5,96.5,197.5,1032.0,517.0,184.0,97.5,98.5,367.5,481.5,97.5,186.0,97.5,2663.5,291.5,197.5
oscarmcmaster.csv,99.0,97.5,377.5,98.5,96.5,195.5,751.5,1096.5,172.0,1230.5,94.5,98.5,1500.0,580.0,97.5,186.0,197.5,3291.0,291.5,291.0
plearn.csv,99.0,97.5,188.5,55.5,91.5,194.5,328.0,1889.0,434.5,521.5,163.0,96.5,805.5,94.5,97.5,175.5,98.5,2030.5,94.5,675.5
psrchive.csv,99.0,97.5,89.5,98.5,96.5,194.5,197.0,471.0,154.0,897.0,94.5,96.5,391.0,377.0,97.5,662.0,197.5,1891.0,94.5,191.0
re2c.csv,569.0,97.5,370.0,577.0,96.5,95.5,230.5,1580.0,469.0,474.5,98.5,95.5,1767.5,477.5,97.5,1043.0,494.0,2901.0,192.0,1062.0
rebecca-aiml.csv,99.0,97.5,467.5,98.5,97.5,96.5,330.5,1580.0,843.5,281.5,94.5,98.5,892.5,481.5,97.5,380.0,278.0,2069.5,291.5,870.0
rtrt-on-gpu.csv,99.0,97.5,822.5,98.5,196.5,197.5,197.0,1127.5,278.5,463.0,236.5,98.5,421.5,287.5,94.5,325.0,98.5,2759.0,95.5,90.5
stemkit.csv,434.5,97.5,525.0,98.5,97.5,98.5,1211.5,925.5,225.0,91.5,419.5,98.5,1860.5,515.0,89.5,380.0,442.0,1889.0,95.5,1246.0
tcvp.csv,0.0,0.0,180.0,79.5,140.0,95.5,0.0,15.5,13.5,986.5,98.5,67.5,675.0,180.0,97.5,236.0,78.5,218.0,67.5,576.0
tktoolkit.csv,1073.0,97.5,467.5,98.5,196.5,96.5,552.0,1391.0,826.0,474.5,707.0,98.5,1585.5,743.0,97.5,380.0,452.0,3196.0,194.0,197.5
tycho.csv,99.0,97.5,378.5,82.5,88.5,194.5,248.5,1482.5,443.0,903.0,94.5,96.5,884.5,275.5,97.5,92.5,98.5,1467.5,290.5,578.5
xstore.csv,99.0,94.5,567.5,98.5,97.5,96.5,1221.0,1124.5,1028.0,380.0,98.5,96.5,1050.0,285.5,97.5,1259.5,98.5,3168.0,291.5,197.5
