,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.48,0.8,0.48,0.24,0.0,0.5,0.0,0.27,0.24,0.2,0.49,0.73,0.25,0.49,0.57,0.28,0.31,0.7,0.55,0.59
aubit4gl.csv,0.06,0.38,0.25,0.19,0.69,0.41,0.11,0.21,0.12,0.0,0.52,0.24,0.0,0.34,0.3,0.29,0.75,0.16,0.4,0.2
bionote.csv,0.46,0.37,0.47,0.02,0.48,0.37,0.49,0.15,0.24,0.0,0.17,0.79,0.0,0.26,0.0,0.86,0.28,0.57,0.43,0.47
bullet.csv,0.29,0.3,0.61,0.67,0.46,0.71,0.61,0.36,0.53,0.57,0.7,0.52,0.73,0.61,0.17,0.23,0.57,0.51,0.52,0.49
customwars.csv,0.64,0.34,0.68,0.38,0.66,0.62,0.58,0.55,0.54,0.2,0.41,0.84,0.0,0.46,0.04,0.72,0.3,0.61,0.5,0.45
findbugs.csv,0.7,0.79,0.67,0.13,0.58,0.67,0.4,0.48,0.35,0.5,0.66,0.7,0.25,0.63,0.56,0.62,0.66,0.51,0.6,0.5
frogatto.csv,0.37,0.38,0.67,0.52,0.55,0.69,0.43,0.58,0.48,0.36,0.71,0.78,0.0,0.65,0.54,0.71,0.55,0.7,0.37,0.58
grisbi.csv,0.35,0.56,0.3,0.31,0.55,0.52,0.23,0.13,0.3,0.27,0.64,0.88,0.51,0.0,0.6,0.09,0.05,0.29,0.44,0.4
lsb.csv,0.52,0.44,0.57,0.75,0.66,0.58,0.58,0.41,0.53,0.69,0.68,0.3,0.0,0.47,0.39,0.67,0.51,0.5,0.51,0.55
oscarmcmaster.csv,0.5,0.77,0.63,0.38,0.68,0.34,0.51,0.54,0.24,0.2,0.67,0.55,0.32,0.58,0.52,0.56,0.56,0.72,0.6,0.59
plearn.csv,0.64,0.42,0.39,0.02,0.09,0.37,0.0,0.36,0.33,0.0,0.13,0.52,0.25,0.56,0.35,0.29,0.34,0.33,0.48,0.52
psrchive.csv,0.58,0.82,0.73,0.5,0.65,0.53,0.56,0.56,0.24,0.2,0.4,0.63,0.0,0.5,0.59,0.42,0.46,0.5,0.53,0.47
re2c.csv,0.41,1.0,0.55,0.28,0.41,0.45,0.05,0.46,0.44,0.47,0.32,0.26,0.0,0.66,0.17,0.27,0.68,0.26,0.58,0.51
rebecca-aiml.csv,0.36,0.67,0.64,0.71,0.64,0.66,0.4,0.26,0.53,0.59,0.71,0.71,0.36,0.66,0.76,0.41,0.82,0.62,0.5,0.55
rtrt-on-gpu.csv,0.52,0.31,0.56,0.53,0.65,0.54,0.47,0.21,0.64,0.37,0.26,0.54,0.13,0.18,0.3,0.28,0.38,0.59,0.35,0.42
stemkit.csv,0.09,0.53,0.17,0.64,0.59,0.37,0.52,0.49,0.35,0.81,0.33,0.39,0.46,0.13,0.13,0.46,0.38,0.41,0.4,0.2
tcvp.csv,0.0,0.0,0.09,0.41,0.0,0.01,0.0,0.07,0.0,0.53,0.22,0.02,0.69,0.24,0.35,0.0,0.2,0.0,0.09,0.13
tktoolkit.csv,0.22,0.68,0.46,0.62,0.5,0.63,0.53,0.49,0.6,0.64,0.5,0.53,0.45,0.43,0.42,0.0,0.61,0.59,0.49,0.57
tycho.csv,0.52,0.7,0.71,0.09,0.23,0.4,0.2,0.55,0.12,0.37,0.46,0.55,0.25,0.47,0.72,0.66,0.57,0.34,0.59,0.49
xstore.csv,0.46,0.38,0.5,0.51,0.39,0.52,0.57,0.52,0.23,0.49,0.71,0.55,0.52,0.71,0.59,0.59,0.73,0.53,0.58,0.52
